BioProject,BioSample,Organism,sex,Submitter_Id,Location,State,Country,refGenome,refSpecies,N_DATA,N_GENOTYPES_FILTERED,N_MISS,F_MISS,N_SITES,MEAN_DEPTH,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,cluster,SampleType,rel_cluster
PRJNA612146,SAMN14363404,Hippocampus_trimaculatus,missing,Htl_9,Lingshui,Hainan Province,China,GCF_001891065.1,Hippocampus_comes,176537074,0,2870300,0.0162589,25880982,10.375,-0.0580329,0.0343605,-0.161304,-0.0414109,-0.0938029,0.0629389,-0.0133566,0.00173329,-0.00153338,6.76439e-4,cluster_9,outgroup,NA
PRJNA612146,SAMN14363182,Hippocampus_erectus,missing,Het_15,Palm Bay,NA,US,GCF_001891065.1,Hippocampus_comes,176537074,0,2872612,0.016272,31151849,11.7802,0.0321097,-0.0181584,0.0147204,-0.0376934,-0.00448695,3.30045e-4,0.0301959,0.0951339,-0.0994245,0.00297673,cluster_4,exclude,3
PRJNA612146,SAMN14363175,Hippocampus_erectus,missing,Het_8,Tampa,NA,US,GCF_001891065.1,Hippocampus_comes,176537074,0,2876066,0.0162916,31155720,11.0747,0.0320042,-0.0181059,0.0146565,-0.0372579,-0.00464927,4.86413e-4,0.0301006,0.0939492,-0.0984884,0.00304939,cluster_4,outgroup,NA
PRJNA612146,SAMN14363186,Hippocampus_erectus,missing,Het_19,Palm Bay,NA,US,GCF_001891065.1,Hippocampus_comes,176537074,0,2878095,0.0163031,31172870,12.2817,0.0320842,-0.018134,0.0147714,-0.0373685,-0.00455958,5.171e-4,0.0301406,0.095015,-0.0993784,0.00321837,cluster_4,outgroup,11
PRJNA612146,SAMN14363081,Hippocampus_abdominalis,missing,Had_3,Tasmania,NA,Austrialia,GCF_001891065.1,Hippocampus_comes,176537074,0,2886712,0.0163519,24519284,14.8858,-0.0389849,0.213223,0.108097,-0.013526,-0.0362401,0.00922625,-0.0181172,0.00140652,-0.00300327,0.00101322,cluster_3,exclude,1
PRJNA612146,SAMN14363169,Hippocampus_erectus,missing,Het_1,Chesapeake Bay,NA,US,GCF_001891065.1,Hippocampus_comes,176537074,0,2890082,0.016371,31159774,10.8064,0.0316702,-0.0178332,0.0143651,-0.0370047,-0.00442129,4.59688e-4,0.0292729,0.0921907,-0.0961943,0.00314397,cluster_4,outgroup,NA
PRJNA612146,SAMN14363378,Hippocampus_spinosissimus,missing,Hsp_3,Phuket Island,NA,Thailand,GCF_001891065.1,Hippocampus_comes,176537074,0,2893155,0.0163884,26022031,9.29867,0.0213595,-0.00732891,0.00279656,0.0295115,-0.00695036,-6.36738e-4,0.0359654,0.0887962,0.12599,0.145975,cluster_10,outgroup,NA
PRJNA612146,SAMN14363309,Hippocampus_kuda,missing,Hku_3,Phuket Island,NA,Thailand,GCF_001891065.1,Hippocampus_comes,176537074,0,2907372,0.0164689,21918266,9.00614,0.0368835,-0.0162544,0.0089924,0.0514332,-0.0301709,0.00280561,-0.028535,-0.0352002,-0.0146221,0.00299959,cluster_5,outgroup,NA
PRJNA612146,SAMN14363084,Hippocampus_abdominalis,missing,Had_6,Tasmania,NA,Austrialia,GCF_001891065.1,Hippocampus_comes,176537074,0,2907506,0.0164697,24499034,12.9615,-0.0387577,0.211693,0.107258,-0.0132603,-0.0358379,0.00895674,-0.0180066,0.0012359,-0.00299031,7.95886e-4,cluster_3,exclude,1
PRJNA612146,SAMN14363219,Hippocampus_hippocampus,missing,Hhc_13,Tunis,NA,Tunisia,GCF_001891065.1,Hippocampus_comes,176537074,0,2911299,0.0164911,26033157,8.14595,0.031651,-0.01784,0.0145357,-0.0380883,-0.00391393,3.24549e-4,0.0326094,0.100103,-0.104727,0.00406958,cluster_4,outgroup,NA
PRJNA612146,SAMN14363207,Hippocampus_fuscus,missing,Hfc_S4,Durban,NA,South Africa,GCF_001891065.1,Hippocampus_comes,176537074,0,2914153,0.0165073,28744209,9.6615,0.0344444,-0.0151257,0.00824501,0.0487345,-0.0278237,0.00260728,-0.0259904,-0.0295407,-0.0115601,0.00262637,cluster_4,outgroup,NA
PRJNA612146,SAMN14363083,Hippocampus_abdominalis,missing,Had_5,Tasmania,NA,Austrialia,GCF_001891065.1,Hippocampus_comes,176537074,0,2938004,0.0166424,24495460,12.6671,-0.0384403,0.210241,0.106495,-0.0131876,-0.0355653,0.00922656,-0.0176555,0.00116411,-0.00305962,0.00107155,cluster_3,exclude,1
PRJNA612146,SAMN14363389,Hippocampus_spinosissimus,missing,Hsp_14,Sanya,Hainan Province,China,GCF_001891065.1,Hippocampus_comes,176537074,0,2939546,0.0166512,26013782,8.65819,0.0211294,-0.00726125,0.00265601,0.0293861,-0.00670772,-7.75201e-4,0.0356356,0.088047,0.125208,0.144711,cluster_10,outgroup,NA
PRJNA612146,SAMN14363183,Hippocampus_erectus,missing,Het_16,Palm Bay,NA,US,GCF_001891065.1,Hippocampus_comes,176537074,0,2943070,0.0166711,31152362,11.0961,0.0321076,-0.0182408,0.0147021,-0.0376604,-0.00466926,5.36368e-4,0.0297058,0.0930736,-0.0977819,0.00276473,cluster_4,outgroup,9
PRJNA612146,SAMN14363262,Hippocampus_ingens,missing,Hig_19,Lima,NA,Peru,GCF_001891065.1,Hippocampus_comes,176537074,0,2943706,0.0166747,29697678,10.7591,0.0370402,-0.0162964,0.00894622,0.0517312,-0.0303694,0.00270713,-0.0293492,-0.0346663,-0.0149205,0.00270753,cluster_5,outgroup,NA
PRJNA612146,SAMN14363208,Hippocampus_fuscus,missing,Hfc_S8,Durban,NA,South Africa,GCF_001891065.1,Hippocampus_comes,176537074,0,2949591,0.0167081,28741669,9.37697,0.034707,-0.0153033,0.00832605,0.0485817,-0.0279966,0.00254639,-0.0260797,-0.0293166,-0.0118897,0.00249616,cluster_4,outgroup,NA
PRJNA612146,SAMN14363413,Hippocampus_trimaculatus,missing,Htl_19,Phuket Island,NA,Thailand,GCF_001891065.1,Hippocampus_comes,176537074,0,2957349,0.016752,25877002,10.5942,-0.0585587,0.0347108,-0.162493,-0.0417678,-0.0950712,0.0635672,-0.0139097,0.00197762,-0.00144601,5.32563e-4,cluster_9,exclude,2
PRJNA612146,SAMN14363200,Hippocampus_fuscus,missing,Hfc_47,Durban,NA,South Africa,GCF_001891065.1,Hippocampus_comes,176537074,0,2973211,0.0168419,28734992,9.21695,0.034624,-0.0153067,0.00825857,0.0484709,-0.0278301,0.0025899,-0.0258735,-0.0292778,-0.0121839,0.00244368,cluster_4,outgroup,NA
PRJNA612146,SAMN14363082,Hippocampus_abdominalis,missing,Had_4,Tasmania,NA,Austrialia,GCF_001891065.1,Hippocampus_comes,176537074,0,2984493,0.0169058,24494353,13.1754,-0.0386842,0.21093,0.106811,-0.0133189,-0.0357067,0.00909426,-0.0178729,0.0012982,-0.00294797,0.00102711,cluster_3,exclude,1
PRJNA612146,SAMN14363402,Hippocampus_trimaculatus,missing,Htl_7,Lingshui,Hainan Province,China,GCF_001891065.1,Hippocampus_comes,176537074,0,2986206,0.0169155,25873226,9.79116,-0.0582235,0.0344034,-0.161691,-0.0415996,-0.09416,0.0630256,-0.0135332,0.00198516,-0.00164748,7.58629e-4,cluster_9,exclude,2
PRJNA612146,SAMN14363250,Hippocampus_ingens,missing,Hig_5,Puerto Vallarta,Jalisco,Mexico,GCF_001891065.1,Hippocampus_comes,176537074,0,2986260,0.0169158,29698199,10.1468,0.0370346,-0.0162211,0.00899918,0.0517575,-0.0303661,0.00266721,-0.0293065,-0.0347934,-0.0148464,0.00281137,cluster_5,outgroup,NA
PRJNA612146,SAMN14363255,Hippocampus_ingens,missing,Hig_11,Puerto Vallarta,Jalisco,Mexico,GCF_001891065.1,Hippocampus_comes,176537074,0,2990866,0.0169419,29696654,10.2454,0.0369834,-0.0162585,0.00895377,0.051709,-0.0302398,0.00258497,-0.0292933,-0.03444,-0.0145856,0.00275951,cluster_5,outgroup,NA
PRJNA612146,SAMN14363101,Hippocampus_algiricus,missing,Hag_8,Luanda,NA,Angola,GCF_001891065.1,Hippocampus_comes,176537074,0,2996412,0.0169733,23693461,8.98139,0.0367457,-0.0160037,0.00877876,0.0528069,-0.0301581,0.00276954,-0.0293451,-0.0368534,-0.0154294,0.00382431,cluster_5,outgroup,NA
PRJNA612146,SAMN14363193,Hippocampus_fuscus,missing,Hfc_15,Durban,NA,South Africa,GCF_001891065.1,Hippocampus_comes,176537074,0,2998578,0.0169855,28743985,11.3321,0.0345287,-0.0151811,0.00820008,0.048457,-0.0278158,0.00250769,-0.025877,-0.0292796,-0.0117275,0.00265613,cluster_4,outgroup,NA
PRJNA612146,SAMN14363203,Hippocampus_fuscus,missing,Hfc_56,Durban,NA,South Africa,GCF_001891065.1,Hippocampus_comes,176537074,0,2998867,0.0169872,28738433,10.555,0.0345935,-0.0151571,0.00823659,0.0486756,-0.0279183,0.00241328,-0.0259499,-0.0294083,-0.0119583,0.00266505,cluster_4,outgroup,NA
PRJNA612146,SAMN14363382,Hippocampus_spinosissimus,missing,Hsp_7,Phuket Island,NA,Thailand,GCF_001891065.1,Hippocampus_comes,176537074,0,3006514,0.0170305,25996930,8.35161,0.021178,-0.00735832,0.00284621,0.0292807,-0.00685133,-7.04003e-4,0.0356542,0.0882547,0.125032,0.144452,cluster_10,outgroup,NA
PRJNA612146,SAMN14363185,Hippocampus_erectus,missing,Het_18,Palm Bay,NA,US,GCF_001891065.1,Hippocampus_comes,176537074,0,3007156,0.0170341,31149519,10.3624,0.0317063,-0.017844,0.0145322,-0.0370389,-0.00454445,5.11647e-4,0.0300252,0.0936323,-0.0979619,0.00294792,cluster_4,exclude,11
PRJNA612146,SAMN14363085,Hippocampus_abdominalis,missing,Had_7,Tasmania,NA,Austrialia,GCF_001891065.1,Hippocampus_comes,176537074,0,3009810,0.0170492,24481403,11.7847,-0.0387494,0.211007,0.106771,-0.0133032,-0.0356436,0.00910799,-0.0178987,0.00116922,-0.00305675,0.00111306,cluster_3,exclude,1
PRJNA612146,SAMN14363385,Hippocampus_spinosissimus,missing,Hsp_10,Sanya,Hainan Province,China,GCF_001891065.1,Hippocampus_comes,176537074,0,3014626,0.0170764,26023455,8.96192,0.0212257,-0.00730571,0.00275738,0.0292914,-0.00692023,-7.21388e-4,0.0355562,0.087736,0.124491,0.143536,cluster_10,outgroup,NA
PRJNA612146,SAMN14363170,Hippocampus_erectus,missing,Het_2,Chesapeake Bay,NA,US,GCF_001891065.1,Hippocampus_comes,176537074,0,3024429,0.017132,31146706,10.1508,0.0314212,-0.0177756,0.0141972,-0.0367721,-0.00407973,4.44282e-4,0.0297287,0.0917919,-0.0960925,0.00307839,cluster_4,outgroup,NA
PRJNA612146,SAMN14363090,Hippocampus_abdominalis,missing,Had_S1,Tasmania,NA,Austrialia,GCF_001891065.1,Hippocampus_comes,176537074,0,3045575,0.0172518,24456903,10.8423,-0.0385853,0.210321,0.106501,-0.0132172,-0.0356006,0.00892367,-0.0178153,0.00118961,-0.00292731,9.97052e-4,cluster_3,exclude,1
PRJNA612146,SAMN14363248,Hippocampus_ingens,missing,Hig_3,Puerto Vallarta,Jalisco,Mexico,GCF_001891065.1,Hippocampus_comes,176537074,0,3052015,0.0172882,29693287,9.77615,0.0371695,-0.016388,0.0089756,0.0518854,-0.0304255,0.00246747,-0.0296632,-0.0348963,-0.0150558,0.00279249,cluster_5,outgroup,NA
PRJNA612146,SAMN14363376,Hippocampus_spinosissimus,missing,Hsp_1,Phuket Island,NA,Thailand,GCF_001891065.1,Hippocampus_comes,176537074,0,3055575,0.0173084,25987651,8.26813,0.0208066,-0.00703922,0.00255013,0.0290569,-0.00622748,-6.13578e-4,0.0359579,0.0860814,0.122863,0.140684,cluster_7,outgroup,NA
PRJNA612146,SAMN14363263,Hippocampus_ingens,missing,Hig_20,Lima,NA,Peru,GCF_001891065.1,Hippocampus_comes,176537074,0,3057842,0.0173212,29687789,9.61094,0.0369813,-0.0162357,0.00883478,0.0517496,-0.0302005,0.00265225,-0.0294507,-0.0346342,-0.0148815,0.00312874,cluster_5,outgroup,NA
PRJNA612146,SAMN14363173,Hippocampus_erectus,missing,Het_6,Chesapeake Bay,NA,US,GCF_001891065.1,Hippocampus_comes,176537074,0,3066951,0.0173728,31141130,10.4026,0.0319942,-0.0181167,0.0145251,-0.0374289,-0.00443094,6.9971e-4,0.0298763,0.0928863,-0.0978785,0.00278526,cluster_4,outgroup,NA
PRJNA612146,SAMN14363172,Hippocampus_erectus,missing,Het_4,Chesapeake Bay,NA,US,GCF_001891065.1,Hippocampus_comes,176537074,0,3084377,0.0174716,31135573,9.80649,0.0340697,-0.0196482,0.0158342,-0.0402596,-0.00519429,7.49039e-4,0.0293833,0.0921584,-0.0998351,0.00232664,cluster_4,outgroup,NA
PRJNA612146,SAMN14363093,Hippocampus_abdominalis,missing,Had_S4,Tasmania,NA,Austrialia,GCF_001891065.1,Hippocampus_comes,176537074,0,3090848,0.0175082,24471008,10.7634,-0.0387668,0.211524,0.107248,-0.0133815,-0.0356383,0.00915016,-0.0181078,0.0011486,-0.00302195,8.73829e-4,cluster_3,outgroup,6
PRJNA612146,SAMN14363379,Hippocampus_spinosissimus,missing,Hsp_4,Phuket Island,NA,Thailand,GCF_001891065.1,Hippocampus_comes,176537074,0,3094954,0.0175315,25980900,7.95766,0.0210095,-0.00727154,0.00279481,0.0293448,-0.00676613,-6.25101e-4,0.0356381,0.0875648,0.1243,0.142257,cluster_10,outgroup,NA
PRJNA612146,SAMN14363257,Hippocampus_ingens,missing,Hig_13,Lima,NA,Peru,GCF_001891065.1,Hippocampus_comes,176537074,0,3100688,0.0175639,29687216,9.76525,0.0371735,-0.0161864,0.00900832,0.0518082,-0.0302948,0.00263198,-0.0293005,-0.034531,-0.0148163,0.00252036,cluster_5,outgroup,NA
PRJNA612146,SAMN14363390,Hippocampus_spinosissimus,missing,Hsp_15,Sanya,Hainan Province,China,GCF_001891065.1,Hippocampus_comes,176537074,0,3118145,0.0176628,25971740,9.04001,0.0209182,-0.00720714,0.00282259,0.029153,-0.00676092,-5.76057e-4,0.0354388,0.0869006,0.123541,0.142042,cluster_10,outgroup,NA
PRJNA612146,SAMN14363387,Hippocampus_spinosissimus,missing,Hsp_12,Sanya,Hainan Province,China,GCF_001891065.1,Hippocampus_comes,176537074,0,3122362,0.0176867,26022658,9.11421,0.0210696,-0.00723335,0.00275861,0.0295282,-0.00680798,-6.50604e-4,0.0357684,0.0880179,0.125098,0.144545,cluster_10,outgroup,NA
PRJNA612146,SAMN14363171,Hippocampus_erectus,missing,Het_3,Chesapeake Bay,NA,US,GCF_001891065.1,Hippocampus_comes,176537074,0,3129387,0.0177265,31134428,10.0707,0.0314421,-0.017729,0.0141808,-0.0368914,-0.00417749,2.81668e-4,0.0297502,0.0916227,-0.0960192,0.00304718,cluster_4,outgroup,NA
PRJNA612146,SAMN14363249,Hippocampus_ingens,missing,Hig_4,Puerto Vallarta,Jalisco,Mexico,GCF_001891065.1,Hippocampus_comes,176537074,0,3133727,0.0177511,29674874,9.08683,0.0368884,-0.016159,0.00896077,0.051529,-0.0300662,0.0025023,-0.0293113,-0.0343111,-0.0147459,0.00257455,cluster_5,outgroup,NA
PRJNA612146,SAMN14363080,Hippocampus_abdominalis,missing,Had_2,Tasmania,NA,Austrialia,GCF_001891065.1,Hippocampus_comes,176537074,0,3136295,0.0177656,24462503,10.7103,-0.0385486,0.210465,0.106682,-0.0132984,-0.0355739,0.00912811,-0.0178228,0.00134022,-0.00298672,0.00109811,cluster_3,exclude,1
PRJNA612146,SAMN14363092,Hippocampus_abdominalis,missing,Had_S3,Tasmania,NA,Austrialia,GCF_001891065.1,Hippocampus_comes,176537074,0,3140759,0.0177909,24451987,10.0655,-0.0385011,0.209981,0.106386,-0.0131206,-0.0355686,0.00915894,-0.0177391,0.00118055,-0.00311604,9.76367e-4,cluster_3,exclude,6
PRJNA612146,SAMN14363176,Hippocampus_erectus,missing,Het_9,Tampa,NA,US,GCF_001891065.1,Hippocampus_comes,176537074,0,3141941,0.0177976,31132665,10.0719,0.0316556,-0.017877,0.014379,-0.0367663,-0.0044552,3.91687e-4,0.0295457,0.0925349,-0.0966531,0.00315509,cluster_4,outgroup,NA
PRJNA612146,SAMN14363196,Hippocampus_fuscus,missing,Hfc_36,Durban,NA,South Africa,GCF_001891065.1,Hippocampus_comes,176537074,0,3143974,0.0178091,28718760,8.5953,0.0342388,-0.0149886,0.00804421,0.04822,-0.0276896,0.0023738,-0.0256927,-0.029061,-0.0117302,0.00252747,cluster_4,outgroup,NA
PRJNA612146,SAMN14363174,Hippocampus_erectus,missing,Het_7,Chesapeake Bay,NA,US,GCF_001891065.1,Hippocampus_comes,176537074,0,3145659,0.0178187,31149587,9.91522,0.0379845,-0.0222444,0.0182244,-0.0452423,-0.00719454,0.001313,0.0277499,0.092835,-0.104374,0.00160098,cluster_5,outgroup,NA
PRJNA612146,SAMN14363089,Hippocampus_abdominalis,missing,Had_11,Tasmania,NA,Austrialia,GCF_001891065.1,Hippocampus_comes,176537074,0,3146242,0.017822,24465467,10.6648,-0.0383538,0.209667,0.106225,-0.0134287,-0.0355553,0.00919199,-0.0177868,0.00117843,-0.00309648,7.61662e-4,cluster_3,outgroup,NA
PRJNA612146,SAMN14363328,Hippocampus_mohnikei,missing,Hmh_7,Laizhou,NA,China,GCF_001891065.1,Hippocampus_comes,176537074,0,3149058,0.0178379,33364755,13.1294,-0.0341411,0.0195823,-0.0595002,-0.0100647,0.0361707,-0.206162,-0.0466611,0.00300571,-0.00338416,0.00172485,cluster_8,outgroup,NA
PRJNA612146,SAMN14363343,Hippocampus_mohnikei,missing,Hmh_30,Xiamen,NA,China,GCF_001891065.1,Hippocampus_comes,176537074,0,3156923,0.0178825,33362295,11.9728,-0.0341216,0.0193279,-0.0593016,-0.0102601,0.0360251,-0.204972,-0.0463577,0.00281967,-0.00360268,0.00165148,cluster_8,outgroup,NA
PRJNA612146,SAMN14363091,Hippocampus_abdominalis,missing,Had_S2,Tasmania,NA,Austrialia,GCF_001891065.1,Hippocampus_comes,176537074,0,3170435,0.017959,24439629,9.85923,-0.0385317,0.209716,0.106242,-0.0132106,-0.0354926,0.00882186,-0.0176775,0.00119462,-0.00310726,7.36859e-4,cluster_3,exclude,1
PRJNA612146,SAMN14363192,Hippocampus_fuscus,missing,Hfc_5,Durban,NA,South Africa,GCF_001891065.1,Hippocampus_comes,176537074,0,3175195,0.017986,28738950,10.1989,0.0346307,-0.0152187,0.00816303,0.0487769,-0.0281237,0.00247971,-0.0261361,-0.0294889,-0.0118946,0.00252323,cluster_4,outgroup,NA
PRJNA612146,SAMN14363251,Hippocampus_ingens,missing,Hig_6,Puerto Vallarta,Jalisco,Mexico,GCF_001891065.1,Hippocampus_comes,176537074,0,3181142,0.0180197,29680452,9.40711,0.0370146,-0.0161635,0.00893936,0.0516238,-0.0303961,0.00265143,-0.0291564,-0.0344417,-0.0149573,0.00281839,cluster_5,outgroup,NA
PRJNA612146,SAMN14363197,Hippocampus_fuscus,missing,Hfc_38,Durban,NA,South Africa,GCF_001891065.1,Hippocampus_comes,176537074,0,3192256,0.0180826,28715974,8.93221,0.0345016,-0.0151104,0.00824899,0.0483435,-0.0277689,0.00237987,-0.0256999,-0.0294468,-0.0118286,0.00262928,cluster_4,outgroup,NA
PRJNA612146,SAMN14363247,Hippocampus_ingens,missing,Hig_1,Puerto Vallarta,Jalisco,Mexico,GCF_001891065.1,Hippocampus_comes,176537074,0,3204583,0.0181525,29671175,8.98983,0.037005,-0.0161572,0.00887016,0.0516908,-0.0302336,0.00270602,-0.0293134,-0.0347086,-0.0150042,0.00287458,cluster_5,outgroup,NA
PRJNA612146,SAMN14363254,Hippocampus_ingens,missing,Hig_9,Puerto Vallarta,Jalisco,Mexico,GCF_001891065.1,Hippocampus_comes,176537074,0,3239361,0.0183495,29669293,8.83188,0.0369336,-0.0161968,0.00885261,0.0514863,-0.030215,0.00265758,-0.0291097,-0.0343928,-0.0148164,0.00263548,cluster_5,outgroup,NA
PRJNA612146,SAMN14363316,Hippocampus_kuda,missing,Hku_11,Ho Chi Minh City,NA,Vietnum,GCF_001891065.1,Hippocampus_comes,176537074,0,3240854,0.0183579,21892417,7.04787,0.0365429,-0.0161365,0.0088423,0.0507476,-0.0296967,0.00271453,-0.0280927,-0.034772,-0.0145583,0.00293188,cluster_5,outgroup,NA
PRJNA612146,SAMN14363381,Hippocampus_spinosissimus,missing,Hsp_6,Phuket Island,NA,Thailand,GCF_001891065.1,Hippocampus_comes,176537074,0,3241739,0.0183629,25973033,7.47351,0.0208762,-0.00730139,0.00280625,0.0292488,-0.00667298,-6.40045e-4,0.0355513,0.0872572,0.123837,0.142894,cluster_10,outgroup,NA
PRJNA612146,SAMN14363177,Hippocampus_erectus,missing,Het_10,Tampa,NA,US,GCF_001891065.1,Hippocampus_comes,176537074,0,3247452,0.0183953,31123078,9.31861,0.0318543,-0.0179071,0.0145144,-0.0370769,-0.00454364,3.67654e-4,0.0299841,0.0928338,-0.097594,0.00323831,cluster_4,outgroup,8
PRJNA612146,SAMN14363391,Hippocampus_spinosissimus,missing,Hsp_16,Colombo,NA,Sri Lanka,GCF_001891065.1,Hippocampus_comes,176537074,0,3302872,0.0187092,25966747,7.70158,0.0205845,-0.00702991,0.00266176,0.0289759,-0.00618432,-5.67101e-4,0.0361065,0.0856825,0.122503,0.14232,cluster_7,outgroup,NA
PRJNA612146,SAMN14363261,Hippocampus_ingens,missing,Hig_18,Lima,NA,Peru,GCF_001891065.1,Hippocampus_comes,176537074,0,3303438,0.0187124,29644880,7.76681,0.0366897,-0.0159442,0.008913,0.0512664,-0.029828,0.00258093,-0.0287976,-0.0343129,-0.0146795,0.00265177,cluster_5,outgroup,NA
PRJNA612146,SAMN14363199,Hippocampus_fuscus,missing,Hfc_44,Durban,NA,South Africa,GCF_001891065.1,Hippocampus_comes,176537074,0,3321096,0.0188125,28703228,7.97456,0.03414,-0.015038,0.00796834,0.0479611,-0.0273606,0.00243545,-0.0254707,-0.029119,-0.0117363,0.00243466,cluster_4,outgroup,NA
PRJNA612146,SAMN14363180,Hippocampus_erectus,missing,Het_13,Tampa,NA,US,GCF_001891065.1,Hippocampus_comes,176537074,0,3323969,0.0188287,31105362,9.54254,0.0323598,-0.0183993,0.0148525,-0.0377925,-0.00478709,6.23472e-4,0.0293404,0.0924793,-0.0976091,0.00290239,cluster_4,exclude,9
PRJNA612146,SAMN14363195,Hippocampus_fuscus,missing,Hfc_35,Durban,NA,South Africa,GCF_001891065.1,Hippocampus_comes,176537074,0,3324465,0.0188315,28704461,8.10312,0.0339831,-0.0148456,0.00795476,0.0477263,-0.0272806,0.0024302,-0.0252043,-0.0287594,-0.0116561,0.00239746,cluster_4,outgroup,NA
PRJNA612146,SAMN14363406,Hippocampus_trimaculatus,missing,Htl_11,Lingshui,Hainan Province,China,GCF_001891065.1,Hippocampus_comes,176537074,0,3351434,0.0189843,25851332,8.32773,-0.0582843,0.0345069,-0.162096,-0.0417349,-0.0949308,0.0630859,-0.0140521,0.00208807,-0.00122892,5.5045e-4,cluster_9,outgroup,NA
PRJNA612146,SAMN14363339,Hippocampus_mohnikei,missing,Hmh_23,Xiamen,NA,China,GCF_001891065.1,Hippocampus_comes,176537074,0,3359048,0.0190274,33344210,10.9556,-0.0342801,0.0195865,-0.0596135,-0.0103229,0.0361639,-0.206573,-0.0467021,0.00288765,-0.0034738,0.00145117,cluster_8,outgroup,NA
PRJNA612146,SAMN14363394,Hippocampus_spinosissimus,missing,Hsp_19,Colombo,NA,Sri Lanka,GCF_001891065.1,Hippocampus_comes,176537074,0,3366217,0.019068,25968435,7.9587,0.0203825,-0.00692772,0.00248183,0.0285302,-0.00613477,-6.31931e-4,0.0352454,0.0836325,0.119735,0.136892,cluster_7,outgroup,NA
PRJNA612146,SAMN14363342,Hippocampus_mohnikei,missing,Hmh_29,Xiamen,NA,China,GCF_001891065.1,Hippocampus_comes,176537074,0,3417121,0.0193564,33332774,9.92667,-0.0334105,0.0190527,-0.0581916,-0.0102102,0.0352853,-0.200999,-0.0452408,0.0031309,-0.00370325,0.00152705,cluster_8,outgroup,NA
PRJNA612146,SAMN14363401,Hippocampus_trimaculatus,missing,Htl_6,Lingshui,Hainan Province,China,GCF_001891065.1,Hippocampus_comes,176537074,0,3426885,0.0194117,25827517,8.50446,-0.0573898,0.0339598,-0.159052,-0.040809,-0.0926855,0.0619005,-0.0132363,0.00174955,-0.00149181,8.29074e-4,cluster_9,outgroup,NA
PRJNA612146,SAMN14363252,Hippocampus_ingens,missing,Hig_7,Puerto Vallarta,Jalisco,Mexico,GCF_001891065.1,Hippocampus_comes,176537074,0,3472780,0.0196717,29649032,7.9912,0.0368524,-0.0161931,0.00888471,0.0514459,-0.0300544,0.00266656,-0.0291983,-0.0344516,-0.014796,0.00285239,cluster_5,outgroup,NA
PRJNA612146,SAMN14363331,Hippocampus_mohnikei,missing,Hmh_11,Qingdao,NA,China,GCF_001891065.1,Hippocampus_comes,176537074,0,3476702,0.0196939,33341945,10.9195,-0.0341704,0.0194781,-0.0593188,-0.0102626,0.0359574,-0.205292,-0.0466303,0.00299518,-0.00337155,0.00160065,cluster_8,outgroup,NA
PRJNA612146,SAMN14363293,Hippocampus_kelloggi,missing,Hkg_7,Abu Dhabi,NA,United Arab Emirates,GCF_001891065.1,Hippocampus_comes,176537074,0,3480222,0.0197138,19799515,6.3615,0.019724,-0.00700322,0.00267311,0.0265018,-0.00602919,-9.3744e-4,0.0292954,0.0697558,0.0969994,-0.160855,cluster_7,outgroup,NA
PRJNA612146,SAMN14363178,Hippocampus_erectus,missing,Het_11,Tampa,NA,US,GCF_001891065.1,Hippocampus_comes,176537074,0,3490463,0.0197718,31099568,8.40348,0.0324558,-0.0182412,0.014868,-0.0372957,-0.00495181,5.41481e-4,0.029754,0.0935835,-0.0990237,0.00322734,cluster_4,exclude,8
PRJNA612146,SAMN14363190,Hippocampus_fuscus,missing,Hfc_2,Durban,NA,South Africa,GCF_001891065.1,Hippocampus_comes,176537074,0,3517041,0.0199224,28713588,8.89012,0.0344724,-0.0150808,0.00803899,0.0485932,-0.0278147,0.00252338,-0.0258136,-0.0295589,-0.0119155,0.00252788,cluster_4,outgroup,NA
PRJNA612146,SAMN14363340,Hippocampus_mohnikei,missing,Hmh_24,Xiamen,NA,China,GCF_001891065.1,Hippocampus_comes,176537074,0,3530199,0.0199969,33330998,9.65264,-0.0338823,0.0193837,-0.0590784,-0.0102659,0.0359091,-0.204136,-0.0461271,0.00261331,-0.00325599,0.00134814,cluster_8,outgroup,NA
PRJNA612146,SAMN14363338,Hippocampus_mohnikei,missing,Hmh_22,Xiamen,NA,China,GCF_001891065.1,Hippocampus_comes,176537074,0,3545646,0.0200844,33322849,9.58485,-0.0338055,0.0192322,-0.058753,-0.0100953,0.0353894,-0.202016,-0.0455018,0.00275202,-0.00320041,0.00164682,cluster_8,outgroup,NA
PRJNA612146,SAMN14363275,Hippocampus_jayakari,missing,Hjk_S20,Abu Dhabi,NA,United Arab Emirates,GCF_001891065.1,Hippocampus_comes,176537074,0,3554780,0.0201362,25608161,8.20007,-0.169891,-0.089484,0.0776043,0.00315031,-0.023451,0.00995763,-0.0110344,2.89535e-4,-0.00131984,9.72078e-4,cluster_2,outgroup,NA
PRJNA612146,SAMN14363102,Hippocampus_algiricus,missing,Hag_10,Luanda,NA,Angola,GCF_001891065.1,Hippocampus_comes,176537074,0,3581750,0.0202889,23644718,7.82121,0.0370385,-0.0161753,0.00883201,0.0530028,-0.0307765,0.00277485,-0.0300872,-0.0366635,-0.0155975,0.00392723,cluster_5,outgroup,NA
