BioProject,BioSample,Organism,sex,Country,Continent,lat_lon,Submitter_Id,Collection_date,Location,refGenome,refSpecies,N_DATA,N_GENOTYPES_FILTERED,N_MISS,F_MISS,N_SITES,MEAN_DEPTH,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,cluster,SampleType,rel_cluster
PRJEB27858,SAMEA4799715,Hypoplectrus_nigricans,missing,Panama,North America,9.2983 N 82.2894 E,18905,2005-03-25,Bocas del Toro,GCA_900610375.1,Hypoplectrus_puella,23117652,0,449397,0.0194396,16101511,18.9438,-0.229737,0.0481013,0.0311357,0.0862082,-0.0118431,0.00657901,0.0148652,-0.0233726,0.0265635,0.00909241,cluster_1,outgroup,NA
PRJEB27858,SAMEA4799704,Hypoplectrus_nigricans,missing,Honduras,North America,15.9558 N 83.2931 E,20609,2006-06-04,Cayos Becerros,GCA_900610375.1,Hypoplectrus_puella,23117652,0,451949,0.01955,16104065,21.2343,0.0164541,-0.0488492,0.0458783,0.0366141,-0.0459948,-0.103872,0.0893436,0.0646544,-0.0321002,-0.141795,cluster_4,outgroup,NA
PRJEB27858,SAMEA4799739,Hypoplectrus_puella,missing,Honduras,North America,15.9558 N 83.2931 E,20625,2006-06-05,Cayos Becerros,GCA_900610375.1,Hypoplectrus_puella,23117652,0,451996,0.019552,16612828,17.3682,0.0555543,-0.0312009,0.0198771,0.0145673,-0.0975487,-0.0496421,-0.0717849,-0.032151,-0.0122688,-0.058852,cluster_5,ingroup,NA
PRJEB27858,SAMEA4799682,Hypoplectrus_nigricans,missing,Belize,North America,16.7653 N 88.1442 E,18151,2004-07-25,Carrie Bow Cay,GCA_900610375.1,Hypoplectrus_puella,23117652,0,453360,0.019611,16104121,18.6742,-0.0550953,-0.179614,-0.0123168,-0.113779,0.0935261,-0.0571837,-0.00198978,-0.0226723,0.0851764,0.011259,cluster_6,outgroup,NA
PRJEB27858,SAMEA4799712,Hypoplectrus_nigricans,missing,Panama,North America,9.2983 N 82.2894 E,18902,2005-03-25,Bocas del Toro,GCA_900610375.1,Hypoplectrus_puella,23117652,0,454659,0.0196672,16102128,19.1321,-0.240222,0.0633396,-0.0703312,0.0486972,-0.00794519,0.0703948,0.0164449,0.0238699,-0.0730269,-0.0193822,cluster_1,outgroup,NA
PRJEB27858,SAMEA4799751,Hypoplectrus_puella,missing,Panama,North America,9.3775 N 82.3039 E,18434,2004-05-12,Bocas del Toro,GCA_900610375.1,Hypoplectrus_puella,23117652,0,455104,0.0196864,16612017,21.642,0.0128776,0.126072,0.115868,-0.0993701,0.150637,-0.0649988,-0.120657,-0.0565593,-0.101568,-0.0206766,cluster_7,ingroup,NA
PRJEB27858,SAMEA4799690,Hypoplectrus_nigricans,missing,Belize,North America,16.7653 N 88.1442 E,18165,2004-07-25,Carrie Bow Cay,GCA_900610375.1,Hypoplectrus_puella,23117652,0,456216,0.0197345,16104058,19.0501,-0.046214,-0.191023,-0.0909677,-0.135728,0.0787703,-0.0184253,0.0129445,0.0138425,-0.03571,0.0550791,cluster_6,outgroup,NA
PRJEB27858,SAMEA4799738,Hypoplectrus_puella,missing,Honduras,North America,15.9558 N 83.2931 E,20559,2006-06-04,Cayos Becerros,GCA_900610375.1,Hypoplectrus_puella,23117652,0,458902,0.0198507,16613784,20.8733,0.0373281,-0.014803,0.0475672,0.0281773,-0.0363227,-0.0555223,0.043497,0.0426358,0.0215268,0.00916269,cluster_8,ingroup,NA
PRJEB27858,SAMEA4799718,Hypoplectrus_nigricans,missing,Panama,North America,9.2983 N 82.2894 E,18909,2005-03-25,Bocas del Toro,GCA_900610375.1,Hypoplectrus_puella,23117652,0,459808,0.0198899,16101406,18.5622,-0.255631,0.0553296,0.036618,0.0753789,-0.00783636,0.0150044,0.00428448,-0.0209433,0.0687066,-0.0137136,cluster_1,outgroup,NA
PRJEB27858,SAMEA4799748,Hypoplectrus_puella,missing,Panama,North America,10.2392 N 83.1731 E,18429,2004-05-12,Bocas del Toro,GCA_900610375.1,Hypoplectrus_puella,23117652,0,461180,0.0199493,16611149,19.3915,0.0137705,0.124267,0.0873959,-0.0796096,0.130732,-0.0515979,-0.0897993,-0.0854126,-0.0860745,0.0424576,cluster_7,ingroup,NA
PRJEB27858,SAMEA4799687,Hypoplectrus_nigricans,missing,Belize,North America,16.8008 N 88.0789 E,18158,2004-07-25,Carrie Bow Cay,GCA_900610375.1,Hypoplectrus_puella,23117652,0,462255,0.0199958,16103934,18.1789,-0.0553561,-0.186788,-0.0184379,-0.104079,0.0851513,-0.0591439,-0.0362207,-0.035833,0.0582806,0.0392855,cluster_6,outgroup,NA
PRJEB27858,SAMEA4799740,Hypoplectrus_puella,missing,Honduras,North America,15.9558 N 83.2931 E,20633,2006-06-05,Cayos Becerros,GCA_900610375.1,Hypoplectrus_puella,23117652,0,462281,0.0199969,16613976,22.7081,0.0486183,0.00281817,0.0472621,0.0463427,-0.037758,-0.0106465,0.0679111,-0.0498495,-0.0122262,0.107283,cluster_8,ingroup,NA
PRJEB27858,SAMEA4799695,Hypoplectrus_nigricans,missing,Honduras,North America,15.9558 N 83.2931 E,20600,2006-06-04,Cayos Becerros,GCA_900610375.1,Hypoplectrus_puella,23117652,0,467805,0.0202358,16103825,20.1582,0.00900651,-0.0426692,0.0330276,0.0371984,-0.0726602,-0.0784196,0.0680154,0.0283338,-0.0040243,-0.111244,cluster_4,outgroup,NA
PRJEB27858,SAMEA4799684,Hypoplectrus_nigricans,missing,Belize,North America,16.8008 N 88.0789 E,18155,2004-07-25,Carrie Bow Cay,GCA_900610375.1,Hypoplectrus_puella,23117652,0,468368,0.0202602,16103132,17.383,-0.0441316,-0.228414,-0.029915,-0.125828,0.0362836,-0.0749691,-0.0616084,-0.0153586,0.096604,0.0365601,cluster_6,outgroup,NA
PRJEB27858,SAMEA4799714,Hypoplectrus_nigricans,missing,Panama,North America,9.2983 N 82.2894 E,18904,2005-03-25,Bocas del Toro,GCA_900610375.1,Hypoplectrus_puella,23117652,0,468401,0.0202616,16101571,17.0192,-0.24179,0.0483018,0.0272469,0.0753057,-0.0106744,0.0118874,-0.041498,0.0174973,0.0837418,-0.0204875,cluster_1,outgroup,NA
PRJEB27858,SAMEA4799691,Hypoplectrus_nigricans,missing,Belize,North America,16.7653 N 88.1442 E,18171,2004-07-25,Carrie Bow Cay,GCA_900610375.1,Hypoplectrus_puella,23117652,0,470037,0.0203324,16104023,21.4152,-0.0681533,-0.195563,-0.234518,-0.199927,0.0741379,0.0906,0.109907,0.0704738,-0.255313,0.0632282,cluster_6,outgroup,NA
PRJEB27858,SAMEA4799705,Hypoplectrus_nigricans,missing,Honduras,North America,15.9558 N 83.2931 E,20610,2006-06-04,Cayos Becerros,GCA_900610375.1,Hypoplectrus_puella,23117652,0,472934,0.0204577,16103796,18.7091,0.0210004,-0.043231,0.0590896,0.038347,-0.0755844,-0.154597,0.130323,0.0875341,-0.0938379,-0.225643,cluster_4,outgroup,NA
PRJEB27858,SAMEA4799752,Hypoplectrus_puella,missing,Panama,North America,9.2983 N 82.2894 E,18912,2005-03-25,Bocas del Toro,GCA_900610375.1,Hypoplectrus_puella,23117652,0,473500,0.0204822,16611327,19.314,0.0135093,0.124384,0.110426,-0.0873826,0.142714,-0.0797345,-0.0624046,-0.0212862,-0.0914272,0.0453153,cluster_7,ingroup,NA
PRJEB27858,SAMEA4799737,Hypoplectrus_puella,missing,Honduras,North America,15.9558 N 83.2931 E,20558,2006-06-04,Cayos Becerros,GCA_900610375.1,Hypoplectrus_puella,23117652,0,476296,0.0206031,16613908,20.7651,0.0437802,4.98021e-4,0.0382921,0.0406845,-0.0161211,-0.0667663,0.0389409,0.0278213,0.0244795,0.021055,cluster_8,ingroup,NA
PRJEB27858,SAMEA4799689,Hypoplectrus_nigricans,missing,Belize,North America,16.7653 N 88.1442 E,18162,2004-07-25,Carrie Bow Cay,GCA_900610375.1,Hypoplectrus_puella,23117652,0,477174,0.0206411,16103352,15.6027,-0.0468537,-0.19417,-0.0243805,-0.110196,0.073372,-0.072178,-0.0307691,-0.0565527,0.0890506,0.0785638,cluster_6,outgroup,NA
PRJEB27858,SAMEA4799727,Hypoplectrus_puella,missing,Belize,North America,16.7653 N 88.1442 E,18176,2004-07-25,Carrie Bow Cay,GCA_900610375.1,Hypoplectrus_puella,23117652,0,479027,0.0207213,16614150,23.3959,0.06264,-0.0298251,0.0743157,0.0301897,0.0310156,0.113558,0.00490052,0.0891648,0.0119248,0.0287079,cluster_5,ingroup,NA
PRJEB27858,SAMEA4799749,Hypoplectrus_puella,missing,Panama,North America,10.2392 N 83.1731 E,18430,2004-05-12,Bocas del Toro,GCA_900610375.1,Hypoplectrus_puella,23117652,0,480389,0.0207802,16610585,16.1339,0.0247067,0.0977277,0.0947649,-0.058251,0.0840692,-0.0573649,-0.0591925,-0.0572826,-0.0736585,0.0663826,cluster_7,ingroup,NA
PRJEB27858,SAMEA4799762,Hypoplectrus_unicolor,missing,Belize,North America,16.8936 N 88.1226 E,20092,2005-08-15,Carrie Bow Cay,GCA_900610375.1,Hypoplectrus_puella,23117652,0,481940,0.0208473,16582146,19.7179,0.0549253,-0.00792781,-0.113952,0.017853,-0.0524803,0.176937,0.0561269,-0.141987,-0.229731,-0.101629,cluster_8,outgroup,NA
PRJEB27858,SAMEA4799770,Hypoplectrus_unicolor,missing,Honduras,North America,15.9558 N 83.2931 E,20562,2006-06-04,Cayos Becerros,GCA_900610375.1,Hypoplectrus_puella,23117652,0,482448,0.0208692,16582247,20.7275,0.0635547,0.00223779,0.0291279,0.068916,-0.0157032,-0.0305554,0.109547,-0.0620701,0.0221051,0.231973,cluster_8,outgroup,NA
PRJEB27858,SAMEA4799759,Hypoplectrus_unicolor,missing,Belize,North America,NA,18274,2004-07-24,Carrie Bow Cay,GCA_900610375.1,Hypoplectrus_puella,23117652,0,482827,0.0208856,16582328,20.338,0.0772555,-0.0163969,0.0594321,0.0503843,0.0689726,0.188983,-0.00302401,0.0915129,0.107269,0.041773,cluster_5,outgroup,NA
PRJEB27858,SAMEA4799725,Hypoplectrus_puella,missing,Belize,North America,16.7653 N 88.1442 E,18174,2004-07-25,Carrie Bow Cay,GCA_900610375.1,Hypoplectrus_puella,23117652,0,485022,0.0209806,16613783,20.693,0.0586897,-0.00998883,0.0662127,0.033547,0.0836066,0.121898,0.0188117,0.105795,0.0617065,-0.0138147,cluster_8,ingroup,NA
PRJEB27858,SAMEA4799750,Hypoplectrus_puella,missing,Panama,North America,10.2392 N 83.1731 E,18432,2004-05-12,Bocas del Toro,GCA_900610375.1,Hypoplectrus_puella,23117652,0,486301,0.0210359,16611477,18.1971,0.00169414,0.129805,0.125106,-0.0926724,0.148345,-0.0727535,-0.0946617,-0.0633275,-0.0985834,-0.00812358,cluster_7,ingroup,NA
PRJEB27858,SAMEA4799719,Hypoplectrus_puella,missing,Belize,North America,16.7653 N 88.1442 E,18152,2004-07-25,Carrie Bow Cay,GCA_900610375.1,Hypoplectrus_puella,23117652,0,488481,0.0211302,16613757,19.4499,0.0575754,-0.011042,0.10142,0.0205286,0.0924675,0.194132,-0.00262532,0.218529,0.053919,0.0202567,cluster_8,ingroup,NA
PRJEB27858,SAMEA4799732,Hypoplectrus_puella,missing,Honduras,North America,15.9558 N 83.2931 E,20552,2006-06-04,Cayos Becerros,GCA_900610375.1,Hypoplectrus_puella,23117652,0,490636,0.0212234,16613877,19.8701,0.0297922,-0.0123391,0.0616275,0.0212633,-0.0285376,-0.0853966,0.0437129,0.0444935,-0.00532989,-0.0210142,cluster_8,ingroup,NA
PRJEB27858,SAMEA4799773,Hypoplectrus_unicolor,missing,Honduras,North America,15.9558 N 83.2931 E,20565,2006-06-04,Cayos Becerros,GCA_900610375.1,Hypoplectrus_puella,23117652,0,490699,0.0212262,16582240,19.706,0.0562662,-0.00384163,0.0300252,0.0763056,-0.05173,-0.0314156,0.0879244,-0.0584025,0.0350376,0.134258,cluster_8,outgroup,NA
PRJEB27858,SAMEA4799777,Hypoplectrus_unicolor,missing,Honduras,North America,15.9558 N 83.2931 E,20571,2006-06-04,Cayos Becerros,GCA_900610375.1,Hypoplectrus_puella,23117652,0,491233,0.0212493,16582264,19.7483,0.0611455,-0.00352374,0.0229244,0.0760206,-0.0442832,-0.00865903,0.103071,-0.0962475,0.0510181,0.138117,cluster_8,outgroup,NA
PRJEB27858,SAMEA4799735,Hypoplectrus_puella,missing,Honduras,North America,15.9558 N 83.2931 E,20555,2006-06-04,Cayos Becerros,GCA_900610375.1,Hypoplectrus_puella,23117652,0,492025,0.0212835,16613888,19.0819,0.0343407,-0.0260723,0.0332625,0.0361219,-0.0206924,-0.0277989,0.0595735,-0.00815097,-0.00134097,-0.026025,cluster_8,ingroup,NA
PRJEB27858,SAMEA4799707,Hypoplectrus_nigricans,missing,Panama,North America,9.3775 N 82.3039 E,18418,2004-05-12,Bocas del Toro,GCA_900610375.1,Hypoplectrus_puella,23117652,0,492696,0.0213125,16100776,15.4071,-0.239238,0.0621488,0.03167,0.0738476,-0.0138582,0.0358692,0.0044133,-0.0547937,0.0314632,-0.00212995,cluster_1,outgroup,NA
PRJEB27858,SAMEA4799729,Hypoplectrus_puella,missing,Belize,North America,16.7653 N 88.1442 E,18179,2004-07-25,Carrie Bow Cay,GCA_900610375.1,Hypoplectrus_puella,23117652,0,493251,0.0213366,16613118,18.3271,0.0569123,-0.00954781,0.0790683,0.020294,0.0649108,0.150804,0.014878,0.158541,0.0647005,-0.0154815,cluster_8,ingroup,NA
PRJEB27858,SAMEA4799717,Hypoplectrus_nigricans,missing,Panama,North America,9.2983 N 82.2894 E,18907,2005-03-25,Bocas del Toro,GCA_900610375.1,Hypoplectrus_puella,23117652,0,493847,0.0213623,16100723,15.4889,-0.240008,0.0548537,0.0345123,0.0770988,-0.0297201,0.00790746,-0.0182337,-0.0101169,0.0643908,0.0370551,cluster_1,outgroup,NA
PRJEB27858,SAMEA4799709,Hypoplectrus_nigricans,missing,Panama,North America,10.2392 N 83.1731 E,18428,2004-05-12,Bocas del Toro,GCA_900610375.1,Hypoplectrus_puella,23117652,0,493898,0.0213645,16100852,15.7649,-0.237286,0.052292,0.00953605,0.0845776,-0.00950426,0.0503281,-0.0138589,-0.0391314,0.0511461,-0.0197075,cluster_1,outgroup,NA
PRJEB27858,SAMEA4799708,Hypoplectrus_nigricans,missing,Panama,North America,10.2392 N 83.1731 E,18424,2004-05-12,Bocas del Toro,GCA_900610375.1,Hypoplectrus_puella,23117652,0,493941,0.0213664,16100920,16.2496,-0.233998,0.0457642,0.0325422,0.0833526,-0.00581241,0.0249175,-0.022218,-0.019865,0.0694773,-0.00366764,cluster_1,outgroup,NA
PRJEB27858,SAMEA4799754,Hypoplectrus_puella,missing,Panama,North America,9.2983 N 82.2894 E,18917,2005-03-25,Bocas del Toro,GCA_900610375.1,Hypoplectrus_puella,23117652,0,502505,0.0217369,16610556,15.9136,0.00341575,0.116871,0.130454,-0.103361,0.17314,-0.0625204,-0.058739,-0.0510093,-0.121356,-0.0350744,cluster_7,ingroup,NA
PRJEB27858,SAMEA4799778,Hypoplectrus_unicolor,missing,Honduras,North America,15.9558 N 83.2931 E,20572,2006-06-04,Cayos Becerros,GCA_900610375.1,Hypoplectrus_puella,23117652,0,508624,0.0220015,16581785,18.7282,0.0552946,0.0233751,-0.0679476,0.0511906,-0.0540827,0.032108,0.157895,-0.0539145,-0.100399,0.153981,cluster_8,outgroup,NA
PRJEB27858,SAMEA4799713,Hypoplectrus_nigricans,missing,Panama,North America,9.2983 N 82.2894 E,18903,2005-03-25,Bocas del Toro,GCA_900610375.1,Hypoplectrus_puella,23117652,0,510775,0.0220946,16100404,14.4448,-0.235628,0.0470029,0.0381803,0.0805099,-0.0443547,0.0196172,-0.0300058,-0.0374719,0.0703756,-0.0340303,cluster_1,outgroup,NA
PRJEB27858,SAMEA4799726,Hypoplectrus_puella,missing,Belize,North America,16.7653 N 88.1442 E,18175,2004-07-25,Carrie Bow Cay,GCA_900610375.1,Hypoplectrus_puella,23117652,0,512097,0.0221518,16613279,18.5278,0.0607711,-0.02459,0.0825244,0.0235714,0.0811005,0.172416,-0.00237922,0.179012,0.08314,-0.00905826,cluster_5,ingroup,NA
PRJEB27858,SAMEA4799710,Hypoplectrus_nigricans,missing,Panama,North America,9.3775 N 82.3039 E,18436,2004-05-12,Bocas del Toro,GCA_900610375.1,Hypoplectrus_puella,23117652,0,787718,0.0340743,16091236,7.67892,-0.239169,0.0775904,-0.0645607,-0.0171222,-0.0502835,0.0868341,0.0820317,0.0239777,-0.0608647,0.0429951,cluster_1,outgroup,NA
