BioProject	Run	Assay Type	AvgSpotLen	Bases	BioSample	Bytes	Center Name	Consent	DATASTORE filetype	DATASTORE provider	DATASTORE region	Experiment	Instrument	Library Name	LibraryLayout	LibrarySelection	LibrarySource	Organism	Platform	ReleaseDate	Sample Name	SRA Study	BioSampleModel	sex	Tissue	Isolate	dev_stage	Biomaterial_provider	Collection_date	geo_loc_name_country	geo_loc_name_country_continent	geo_loc_name	collected_by	lat_lon	Specimen_voucher	sub_species
PRJNA406821	SRR6032978	WGS	300	20313300	SAMN07637284	12477402	UNIVERSITY OF CALIFORNIA, BERKELEY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX3182865	Illumina HiSeq 2500	UWBM91380_run2_lane1	PAIRED	Restriction Digest	GENOMIC	Strix_occidentalis_caurina	ILLUMINA	2019-03-25T00:00:00Z	UWBM:Bird:91380	SRP117279	Model organism or animal	male	missing	not applicable	missing	Ornithology Collection\, University of Washington Burke Museum\, Seattle\, Washington\, United States of America	2008-06-04	USA	North America	USA: UTM 10T 498262 4745180\, T31S R3W Section 23\, Douglas County\, Oregon	Wise\, Stegmeier	42.85920353 N 123.0212745 W	UWBM:ORN:91380	caurina
PRJNA406821	SRR6032979	WGS	300	43259700	SAMN07637286	26323978	UNIVERSITY OF CALIFORNIA, BERKELEY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX3182864	Illumina HiSeq 2500	UWBM91392_run2_lane1	PAIRED	Restriction Digest	GENOMIC	Strix_occidentalis_caurina	ILLUMINA	2019-03-25T00:00:00Z	UWBM:Bird:91392	SRP117279	Model organism or animal	male	missing	not applicable	missing	Ornithology Collection\, University of Washington Burke Museum\, Seattle\, Washington\, United States of America	2008-06-09	USA	North America	USA: UTM 10T 581318 4890110\, White Branch Creek\, 4 mi SE Belknap Springs\, Lane County\, Oregon	A. Smoluk	44.15966825 N 121.9830028 W	UWBM:ORN:91392	caurina
PRJNA406821	SRR6032984	WGS	300	297555000	SAMN07637276	178900521	UNIVERSITY OF CALIFORNIA, BERKELEY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX3182980	Illumina HiSeq 2500	UWBM65055_run1_lane1	PAIRED	Restriction Digest	GENOMIC	Strix_varia	ILLUMINA	2019-03-25T00:00:00Z	UWBM:Bird:65055	SRP117279	Model organism or animal	male	missing	not applicable	missing	Ornithology Collection\, University of Washington Burke Museum\, Seattle\, Washington\, United States of America	1994-07-06	USA	North America	USA: 1.5 mi N\, 7 mi E Newhalem\, Whatcom County\, Washington	R. Racine	48.6954446 N 121.0943863 W	UWBM:ORN:65055	NA
PRJNA406821	SRR6032987	WGS	300	166011900	SAMN07637274	101653164	UNIVERSITY OF CALIFORNIA, BERKELEY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX3182977	Illumina HiSeq 2500	UWBM53433_run1_lane1	PAIRED	Restriction Digest	GENOMIC	Strix_occidentalis_caurina	ILLUMINA	2019-03-25T00:00:00Z	UWBM:Bird:53433	SRP117279	Model organism or animal	female	missing	not applicable	missing	Ornithology Collection\, University of Washington Burke Museum\, Seattle\, Washington\, United States of America	1995-07-18	USA	North America	USA: Deadwood\, Lane County\, Oregon	Pete Loschl	44.0956754 N 123.7634388 W	UWBM:ORN:53433	caurina
PRJNA406821	SRR6032990	WGS	300	1322214900	SAMN07637273	786811974	UNIVERSITY OF CALIFORNIA, BERKELEY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX3182974	Illumina HiSeq 2500	NSO168709365_run1_lane1	PAIRED	Restriction Digest	GENOMIC	Strix_occidentalis_caurina	ILLUMINA	2019-03-25T00:00:00Z	CAS:ORN:99425	SRP117279	Model organism or animal	male	blood	not applicable	adult	Department of Ornithology and Mammalogy\, California Academy of Sciences\, San Francisco\, California\, United States of America	2011-07-28	USA	North America	USA: Hoopa Valley Indian Reservation\, Humboldt County\, California	J. Mark Higley	41.0753551295961 N 123.5924315 W	CAS:ORN:99425	caurina
PRJNA406821	SRR6032992	WGS	300	2214619500	SAMN07637290	1314820439	UNIVERSITY OF CALIFORNIA, BERKELEY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX3182972	Illumina HiSeq 2500	ZRH602_run1_lane1	PAIRED	Restriction Digest	GENOMIC	Strix_varia	ILLUMINA	2019-03-25T00:00:00Z	CAS:ORN:98198	SRP117279	Model organism or animal	female	liver	not applicable	adult	Department of Ornithology and Mammalogy\, California Academy of Sciences\, San Francisco\, California\, United States of America	2013-11-20	USA	North America	USA: 38.439951\, -122.606810\, WGS84\, in polo field across from Star of the Valley Catholic Church\, Santa Rosa\, Sonoma County\, California	Santa Rosa Bird Rescue Center	38.439951 N 122.606810 W	CAS:ORN:98198	NA
PRJNA406821	SRR6032995	WGS	300	2739195600	SAMN07637291	1593571595	UNIVERSITY OF CALIFORNIA, BERKELEY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX3182969	Illumina HiSeq 2500	ZRH604_run1_lane1	PAIRED	Restriction Digest	GENOMIC	Strix_varia	ILLUMINA	2019-03-25T00:00:00Z	CAS:ORN:99315	SRP117279	Model organism or animal	male	blood	Oroville	adult	Jami Ostby-Marsh\, West Valley Outdoor Learning Center\, Spokane Valley\, Washington\, United States of America; Department of Ornithology and Mammalogy\, California Academy of Sciences\, San Francisco\, California\, United States of America	2011-07-22	USA	North America	USA: Toledo\, Lewis County\, Washington	Jami Ostby-Marsh\, West Valley Outdoor Learning Center\, Spokane Valley\, Washington	NA	CAS:ORN:99315	NA
PRJNA406821	SRR6032997	WGS	300	2201522400	SAMN07637290	1304487525	UNIVERSITY OF CALIFORNIA, BERKELEY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX3182967	Illumina HiSeq 2500	ZRH602_run1_lane2	PAIRED	Restriction Digest	GENOMIC	Strix_varia	ILLUMINA	2019-03-25T00:00:00Z	CAS:ORN:98198	SRP117279	Model organism or animal	female	liver	not applicable	adult	Department of Ornithology and Mammalogy\, California Academy of Sciences\, San Francisco\, California\, United States of America	2013-11-20	USA	North America	USA: 38.439951\, -122.606810\, WGS84\, in polo field across from Star of the Valley Catholic Church\, Santa Rosa\, Sonoma County\, California	Santa Rosa Bird Rescue Center	38.439951 N 122.606810 W	CAS:ORN:98198	NA
PRJNA406821	SRR6032998	WGS	300	2331389100	SAMN07637290	1371581270	UNIVERSITY OF CALIFORNIA, BERKELEY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX3182966	Illumina HiSeq 2500	ZRH602_run2_lane1	PAIRED	Restriction Digest	GENOMIC	Strix_varia	ILLUMINA	2019-03-25T00:00:00Z	CAS:ORN:98198	SRP117279	Model organism or animal	female	liver	not applicable	adult	Department of Ornithology and Mammalogy\, California Academy of Sciences\, San Francisco\, California\, United States of America	2013-11-20	USA	North America	USA: 38.439951\, -122.606810\, WGS84\, in polo field across from Star of the Valley Catholic Church\, Santa Rosa\, Sonoma County\, California	Santa Rosa Bird Rescue Center	38.439951 N 122.606810 W	CAS:ORN:98198	NA
PRJNA406821	SRR6033000	WGS	300	993451200	SAMN07637292	595674571	UNIVERSITY OF CALIFORNIA, BERKELEY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX3182964	Illumina HiSeq 2500	ZRH607_run1_lane1	PAIRED	Restriction Digest	GENOMIC	Strix_occidentalis_x_Strix_varia	ILLUMINA	2019-03-25T00:00:00Z	CAS:ORN:99320	SRP117279	Model organism or animal	female	blood	Morgan	adult	Mary Estes\, Chintimini Wildlife Center\, Oregon\, United States of America; Department of Ornithology and Mammalogy\, California Academy of Sciences\, San Francisco\, California\, United States of America	2005-12-24	USA	North America	USA: just west of Philomath\, Benton County\, Oregon	Mary Estes\, Chintimini Wildlife Center\, Oregon\, U.S.A.	44.540441 N 123.368074 W	CAS:ORN:99320	NA
PRJNA406821	SRR6033002	WGS	300	558726300	SAMN07637281	333934684	UNIVERSITY OF CALIFORNIA, BERKELEY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX3182962	Illumina HiSeq 2500	UWBM79049_run1_lane2	PAIRED	Restriction Digest	GENOMIC	Strix_varia	ILLUMINA	2019-03-25T00:00:00Z	UWBM:Bird:79049	SRP117279	Model organism or animal	female	missing	not applicable	missing	Ornithology Collection\, University of Washington Burke Museum\, Seattle\, Washington\, United States of America	1993-07-21	USA	North America	USA: Ranger Station Road\, Marblemount\, Skagit County\, Washington	C. White	48.527619 N 121.4495729 W	UWBM:ORN:79049	NA
PRJNA406821	SRR6033006	WGS	300	380319300	SAMN07637278	225879345	UNIVERSITY OF CALIFORNIA, BERKELEY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX3182958	Illumina HiSeq 2500	UWBM74078_run1_lane2	PAIRED	Restriction Digest	GENOMIC	Strix_varia	ILLUMINA	2019-03-25T00:00:00Z	UWBM:Bird:74078	SRP117279	Model organism or animal	male	missing	not applicable	missing	Ornithology Collection\, University of Washington Burke Museum\, Seattle\, Washington\, United States of America	2000-11-14	USA	North America	USA: Alger-Cain KK Road\, Alger\, Skagit County\, Washington	NA	48.62875 N 122.318707 W	UWBM:ORN:74078	NA
PRJNA406821	SRR6033007	WGS	300	395559900	SAMN07637278	232730298	UNIVERSITY OF CALIFORNIA, BERKELEY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX3182957	Illumina HiSeq 2500	UWBM74078_run2_lane1	PAIRED	Restriction Digest	GENOMIC	Strix_varia	ILLUMINA	2019-03-25T00:00:00Z	UWBM:Bird:74078	SRP117279	Model organism or animal	male	missing	not applicable	missing	Ornithology Collection\, University of Washington Burke Museum\, Seattle\, Washington\, United States of America	2000-11-14	USA	North America	USA: Alger-Cain KK Road\, Alger\, Skagit County\, Washington	NA	48.62875 N 122.318707 W	UWBM:ORN:74078	NA
PRJNA406821	SRR6033008	WGS	300	58434300	SAMN07637280	35269823	UNIVERSITY OF CALIFORNIA, BERKELEY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX3182956	Illumina HiSeq 2500	UWBM79007_run1_lane1	PAIRED	Restriction Digest	GENOMIC	Strix_varia	ILLUMINA	2019-03-25T00:00:00Z	UWBM:Bird:79007	SRP117279	Model organism or animal	female	missing	not applicable	missing	Ornithology Collection\, University of Washington Burke Museum\, Seattle\, Washington\, United States of America	1990-07-16	USA	North America	USA: 9 mi N\, 7 mi E Mount Baker summit\, 700 m\, Whatcom County\, Washington	S. A. Rohwer	48.9075872 N 121.6599266 W	UWBM:ORN:79007	NA
PRJNA406821	SRR6033010	WGS	300	61391700	SAMN07637280	36640544	UNIVERSITY OF CALIFORNIA, BERKELEY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX3182954	Illumina HiSeq 2500	UWBM79007_run2_lane1	PAIRED	Restriction Digest	GENOMIC	Strix_varia	ILLUMINA	2019-03-25T00:00:00Z	UWBM:Bird:79007	SRP117279	Model organism or animal	female	missing	not applicable	missing	Ornithology Collection\, University of Washington Burke Museum\, Seattle\, Washington\, United States of America	1990-07-16	USA	North America	USA: 9 mi N\, 7 mi E Mount Baker summit\, 700 m\, Whatcom County\, Washington	S. A. Rohwer	48.9075872 N 121.6599266 W	UWBM:ORN:79007	NA
PRJNA406821	SRR6033014	WGS	300	1631759100	SAMN07637315	982785708	UNIVERSITY OF CALIFORNIA, BERKELEY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX3182950	Illumina HiSeq 2500	MK1012_run1_lane2	PAIRED	Restriction Digest	GENOMIC	Strix_varia	ILLUMINA	2019-03-25T00:00:00Z	CAS:ORN:97175	SRP117279	Model organism or animal	female	liver	not applicable	missing	Department of Ornithology and Mammalogy\, California Academy of Sciences\, San Francisco\, California\, United States of America	2006-08-10	USA	North America	USA: East Bear Wallow\, Chandler Glade\, Goosenest Ranger District\, Klamath National Forest\, Siskiyou County\, California	B. Woodbridge	41.8138433333 N 122.1772344444 W	CAS:ORN:97175	NA
PRJNA406821	SRR6032894	WGS	300	726751200	SAMN07637313	430958971	UNIVERSITY OF CALIFORNIA, BERKELEY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX3182949	Illumina HiSeq 2500	MEF432_run2_lane1	PAIRED	Restriction Digest	GENOMIC	Strix_varia	ILLUMINA	2019-03-25T00:00:00Z	CAS:ORN:97174	SRP117279	Model organism or animal	male	liver	not applicable	missing	Department of Ornithology and Mammalogy\, California Academy of Sciences\, San Francisco\, California\, United States of America	2006-08-03	USA	North America	USA: Chandler Glade III site\, Goosenest Ranger District\, Klamath National Forest\, Siskiyou County\, California	B. Woodbridge	41.8493252778 N 122.2460336111 W	CAS:ORN:97174	NA
PRJNA406821	SRR6032895	WGS	300	687700500	SAMN07637313	411926598	UNIVERSITY OF CALIFORNIA, BERKELEY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX3182948	Illumina HiSeq 2500	MEF432_run1_lane2	PAIRED	Restriction Digest	GENOMIC	Strix_varia	ILLUMINA	2019-03-25T00:00:00Z	CAS:ORN:97174	SRP117279	Model organism or animal	male	liver	not applicable	missing	Department of Ornithology and Mammalogy\, California Academy of Sciences\, San Francisco\, California\, United States of America	2006-08-03	USA	North America	USA: Chandler Glade III site\, Goosenest Ranger District\, Klamath National Forest\, Siskiyou County\, California	B. Woodbridge	41.8493252778 N 122.2460336111 W	CAS:ORN:97174	NA
PRJNA406821	SRR6032898	WGS	300	103366500	SAMN07637317	63867668	UNIVERSITY OF CALIFORNIA, BERKELEY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX3182945	Illumina HiSeq 2500	MK968_run1_lane2	PAIRED	Restriction Digest	GENOMIC	Strix_varia	ILLUMINA	2019-03-25T00:00:00Z	CAS:ORN:92979	SRP117279	Model organism or animal	male	liver	not applicable	adult	Department of Ornithology and Mammalogy\, California Academy of Sciences\, San Francisco\, California\, United States of America	2005-07-28	USA	North America	USA: Black Rock\, 41.8506126404\, -122.2617187500\, 1839.0 m\, Chandler Glade\, Klamath National Forest\, Siskiyou County\, California	J. P. Dumbacher	41.8506126404 N 122.2617187500 W	CAS:ORN:92979	NA
PRJNA406821	SRR6032900	WGS	300	335213700	SAMN07637261	200507246	UNIVERSITY OF CALIFORNIA, BERKELEY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX3182943	Illumina HiSeq 2500	Hoopa20005_run2_lane1	PAIRED	Restriction Digest	GENOMIC	Strix_varia	ILLUMINA	2019-03-25T00:00:00Z	CAS:ORN:97815	SRP117279	Model organism or animal	male	liver	not applicable	adult	Department of Ornithology and Mammalogy\, California Academy of Sciences\, San Francisco\, California\, United States of America	2013-10-16	USA	North America	USA: UTM zone 10\, NAD83\, 436575E 4552050N\, Territory #2028\, Hoopa Valley Indian Reservation\, Humboldt County\, California	J. Mark Higley	41.119 N 123.75662 W	CAS:ORN:97815	NA
PRJNA406821	SRR6032904	WGS	300	285167400	SAMN07637257	172085606	UNIVERSITY OF CALIFORNIA, BERKELEY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX3182939	Illumina HiSeq 2500	ASG017_run1_lane1	PAIRED	Restriction Digest	GENOMIC	Strix_varia	ILLUMINA	2019-03-25T00:00:00Z	CAS:ORN:95477	SRP117279	Model organism or animal	male	liver	not applicable	adult	Department of Ornithology and Mammalogy\, California Academy of Sciences\, San Francisco\, California\, United States of America	2006-05-29	USA	North America	USA: Lupton Creek.\, 40.9088897705\, -123.8319473267\, 426.0 m\, Humboldt County\, California	J. P. Dumbacher	40.9088897705 N 123.8319473267 W	CAS:ORN:95477	NA
PRJNA406821	SRR6032906	WGS	300	310314600	SAMN07637261	190305828	UNIVERSITY OF CALIFORNIA, BERKELEY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX3182937	Illumina HiSeq 2500	Hoopa20005_run1_lane1	PAIRED	Restriction Digest	GENOMIC	Strix_varia	ILLUMINA	2019-03-25T00:00:00Z	CAS:ORN:97815	SRP117279	Model organism or animal	male	liver	not applicable	adult	Department of Ornithology and Mammalogy\, California Academy of Sciences\, San Francisco\, California\, United States of America	2013-10-16	USA	North America	USA: UTM zone 10\, NAD83\, 436575E 4552050N\, Territory #2028\, Hoopa Valley Indian Reservation\, Humboldt County\, California	J. Mark Higley	41.119 N 123.75662 W	CAS:ORN:97815	NA
PRJNA406821	SRR6032910	WGS	300	792404700	SAMN07637271	473726979	UNIVERSITY OF CALIFORNIA, BERKELEY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX3182933	Illumina HiSeq 2500	MK998_run2_lane1	PAIRED	Restriction Digest	GENOMIC	Strix_varia	ILLUMINA	2019-03-25T00:00:00Z	CAS:ORN:95476	SRP117279	Model organism or animal	male	liver	not applicable	adult	Department of Ornithology and Mammalogy\, California Academy of Sciences\, San Francisco\, California\, United States of America	2006-05-25	USA	North America	USA: Salmon Creek\, 40.6672210693\, -124.1624984741\, 168.0 m\, Humboldt County\, California	J. P. Dumbacher	40.6672210693 N 124.1624984741 W	CAS:ORN:95476	NA
PRJNA406821	SRR6032912	WGS	300	793638300	SAMN07637271	480406783	UNIVERSITY OF CALIFORNIA, BERKELEY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX3182931	Illumina HiSeq 2500	MK998_run1_lane1	PAIRED	Restriction Digest	GENOMIC	Strix_varia	ILLUMINA	2019-03-25T00:00:00Z	CAS:ORN:95476	SRP117279	Model organism or animal	male	liver	not applicable	adult	Department of Ornithology and Mammalogy\, California Academy of Sciences\, San Francisco\, California\, United States of America	2006-05-25	USA	North America	USA: Salmon Creek\, 40.6672210693\, -124.1624984741\, 168.0 m\, Humboldt County\, California	J. P. Dumbacher	40.6672210693 N 124.1624984741 W	CAS:ORN:95476	NA
PRJNA406821	SRR6032914	WGS	300	571478100	SAMN07637318	343213101	UNIVERSITY OF CALIFORNIA, BERKELEY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX3182929	Illumina HiSeq 2500	MK987_run1_lane2	PAIRED	Restriction Digest	GENOMIC	Strix_varia	ILLUMINA	2019-03-25T00:00:00Z	CAS:ORN:92980	SRP117279	Model organism or animal	female	liver	not applicable	adult	Department of Ornithology and Mammalogy\, California Academy of Sciences\, San Francisco\, California\, United States of America	2005-08-03	USA	North America	USA: Chandler Glade\, 41.8554725647\, -122.2777786255\, 1774.0 m\, Klamath National Forest\, Siskiyou County\, California	B. Woodbridge	41.8554725647 N 122.2777786255 W	CAS:ORN:92980	NA
PRJNA406821	SRR6032915	WGS	300	636889200	SAMN07637318	378759948	UNIVERSITY OF CALIFORNIA, BERKELEY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX3182928	Illumina HiSeq 2500	MK987_run2_lane1	PAIRED	Restriction Digest	GENOMIC	Strix_varia	ILLUMINA	2019-03-25T00:00:00Z	CAS:ORN:92980	SRP117279	Model organism or animal	female	liver	not applicable	adult	Department of Ornithology and Mammalogy\, California Academy of Sciences\, San Francisco\, California\, United States of America	2005-08-03	USA	North America	USA: Chandler Glade\, 41.8554725647\, -122.2777786255\, 1774.0 m\, Klamath National Forest\, Siskiyou County\, California	B. Woodbridge	41.8554725647 N 122.2777786255 W	CAS:ORN:92980	NA
PRJNA406821	SRR6032917	WGS	300	575738100	SAMN07637318	346154154	UNIVERSITY OF CALIFORNIA, BERKELEY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX3182926	Illumina HiSeq 2500	MK987_run1_lane1	PAIRED	Restriction Digest	GENOMIC	Strix_varia	ILLUMINA	2019-03-25T00:00:00Z	CAS:ORN:92980	SRP117279	Model organism or animal	female	liver	not applicable	adult	Department of Ornithology and Mammalogy\, California Academy of Sciences\, San Francisco\, California\, United States of America	2005-08-03	USA	North America	USA: Chandler Glade\, 41.8554725647\, -122.2777786255\, 1774.0 m\, Klamath National Forest\, Siskiyou County\, California	B. Woodbridge	41.8554725647 N 122.2777786255 W	CAS:ORN:92980	NA
PRJNA406821	SRR6032920	WGS	202	1315759522	SAMN07637289	725708837	UNIVERSITY OF CALIFORNIA, BERKELEY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX3182923	Illumina HiSeq 2500	ZRH455_run1_lane1	PAIRED	Restriction Digest	GENOMIC	Strix_occidentalis_caurina	ILLUMINA	2019-03-25T00:00:00Z	MVZ:Bird:189508	SRP117279	Model organism or animal	female	liver	not applicable	missing	Museum of Vertebrate Zoology\, Berkeley\, California\, United States of America	2012-12-09	USA	North America	USA: 885 Bridgeway\, Sausalito\, Marin County\, California	WildCare Wildlife Hospital\, San Rafael\, California\, U.S.A.	37.858063 N 122.482207 W	MVZ:Bird:189508	caurina
PRJNA406821	SRR6032922	WGS	300	189274200	SAMN07637266	113534420	UNIVERSITY OF CALIFORNIA, BERKELEY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX3182921	Illumina HiSeq 2500	Hoopa20019_run1_lane2	PAIRED	Restriction Digest	GENOMIC	Strix_varia	ILLUMINA	2019-03-25T00:00:00Z	CAS:ORN:97819	SRP117279	Model organism or animal	female	liver	not applicable	adult	Department of Ornithology and Mammalogy\, California Academy of Sciences\, San Francisco\, California\, United States of America	2013-10-30	USA	North America	USA: UTM zone 10\, NAD83\, 444059E 4548031N\, Territory #2062\, Hoopa Valley Indian Reservation\, Humboldt County\, California	J. Mark Higley	41.08335 N 123.66711 W	CAS:ORN:97819	NA
PRJNA406821	SRR6032924	WGS	300	239470800	SAMN07637265	138715736	UNIVERSITY OF CALIFORNIA, BERKELEY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX3182919	Illumina HiSeq 2500	Hoopa20018_run2_lane1	PAIRED	Restriction Digest	GENOMIC	Strix_varia	ILLUMINA	2019-03-25T00:00:00Z	CAS:ORN:97816	SRP117279	Model organism or animal	male	liver	not applicable	adult	Department of Ornithology and Mammalogy\, California Academy of Sciences\, San Francisco\, California\, United States of America	2013-10-30	USA	North America	USA: UTM zone 10\, NAD83\, 444059E 4548031N\, Territory #2062\, Hoopa Valley Indian Reservation\, Humboldt County\, California	J. Mark Higley	41.08335 N 123.66711 W	CAS:ORN:97816	NA
PRJNA406821	SRR6032926	WGS	300	29914800	SAMN07637307	18029983	UNIVERSITY OF CALIFORNIA, BERKELEY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX3182917	Illumina HiSeq 2500	JPD386_run2_lane1	PAIRED	Restriction Digest	GENOMIC	Strix_varia	ILLUMINA	2019-03-25T00:00:00Z	CAS:ORN:97176	SRP117279	Model organism or animal	unknown	liver	not applicable	missing	Department of Ornithology and Mammalogy\, California Academy of Sciences\, San Francisco\, California\, United States of America	2006-08-10	USA	North America	USA: Little Shasta site\, Goosenest Ranger District\, Klamath National Forest\, Siskiyou County\, California	B. Woodbridge	41.8045052778 N 122.2161275 W	CAS:ORN:97176	NA
PRJNA406821	SRR6032928	WGS	300	29557200	SAMN07637307	17983789	UNIVERSITY OF CALIFORNIA, BERKELEY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX3182915	Illumina HiSeq 2500	JPD386_run1_lane1	PAIRED	Restriction Digest	GENOMIC	Strix_varia	ILLUMINA	2019-03-25T00:00:00Z	CAS:ORN:97176	SRP117279	Model organism or animal	unknown	liver	not applicable	missing	Department of Ornithology and Mammalogy\, California Academy of Sciences\, San Francisco\, California\, United States of America	2006-08-10	USA	North America	USA: Little Shasta site\, Goosenest Ranger District\, Klamath National Forest\, Siskiyou County\, California	B. Woodbridge	41.8045052778 N 122.2161275 W	CAS:ORN:97176	NA
PRJNA406821	SRR6032930	WGS	300	594851400	SAMN07637267	357133019	UNIVERSITY OF CALIFORNIA, BERKELEY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX3182913	Illumina HiSeq 2500	LCW405_run1_lane2	PAIRED	Restriction Digest	GENOMIC	Strix_varia	ILLUMINA	2019-03-25T00:00:00Z	CAS:ORN:97201	SRP117279	Model organism or animal	unknown	liver	not applicable	missing	Department of Ornithology and Mammalogy\, California Academy of Sciences\, San Francisco\, California\, United States of America	2009-08-05	USA	North America	USA: SF Bald Mountain\, Cal Barrel\, Green Diamond Resources\, Humboldt County\, California	Lowell V. Diller	40.8744341576 N 123.9010764568 W	CAS:ORN:97201	NA
PRJNA406821	SRR6032933	WGS	202	1701996046	SAMN07637306	950090832	UNIVERSITY OF CALIFORNIA, BERKELEY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX3182910	Illumina HiSeq 2500	JMR920_run1_lane1	PAIRED	Restriction Digest	GENOMIC	Strix_varia	ILLUMINA	2019-03-25T00:00:00Z	CAS:ORN:95789	SRP117279	Model organism or animal	male	liver	not applicable	adult	Department of Ornithology and Mammalogy\, California Academy of Sciences\, San Francisco\, California\, United States of America	2006-08-29	USA	North America	USA: Chandler Glade\, 41.8583833333\, -122.2603166667\, 1899.01899.0 m\, Goosenest Ranger District\, Klamath National Forest\, Siskiyou County\, California	J. P. Dumbacher	41.8583833333 N 122.2603166667 W	CAS:ORN:95789	NA
PRJNA406821	SRR6032937	WGS	202	1222470468	SAMN07637279	693479634	UNIVERSITY OF CALIFORNIA, BERKELEY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX3182906	Illumina HiSeq 2500	UWBM76815_run1_lane1	PAIRED	Restriction Digest	GENOMIC	Strix_varia	ILLUMINA	2019-03-25T00:00:00Z	UWBM:Bird:76815	SRP117279	Model organism or animal	male	missing	not applicable	missing	Ornithology Collection\, University of Washington Burke Museum\, Seattle\, Washington\, United States of America	1990-10-08	USA	North America	USA: junction of highway 706 and Kernahan Road\, 2 mi E Ashford\, Pierce County\, Washington	K. F. Kildahl 694	46.757276 N 121.981501 W	UWBM:ORN:76815	NA
PRJNA406821	SRR6032939	WGS	202	1072858966	SAMN07637270	591710772	UNIVERSITY OF CALIFORNIA, BERKELEY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX3182904	Illumina HiSeq 2500	MK994_run1_lane1	PAIRED	Restriction Digest	GENOMIC	Strix_varia	ILLUMINA	2019-03-25T00:00:00Z	CAS:ORN:95475	SRP117279	Model organism or animal	female	liver	not applicable	adult	Department of Ornithology and Mammalogy\, California Academy of Sciences\, San Francisco\, California\, United States of America	2006-05-24	USA	North America	USA: Poverty Creek.\, 40.9030570984\, -123.9372253418\, 341.0 m\, Humboldt County\, California	J. P. Dumbacher	40.9030570984 N 123.9372253418 W	CAS:ORN:95475	NA
