Organism	BioProject	BioSample	SampleName
Amphilophus_citrinellus	PRJEB38173	SAMEA6816034	SAMEA6816034
Amphilophus_citrinellus	PRJEB38173	SAMEA6816035	SAMEA6816035
Amphilophus_citrinellus	PRJEB38173	SAMEA6816036	SAMEA6816036
Amphilophus_citrinellus	PRJEB38173	SAMEA6816037	SAMEA6816037
Amphilophus_citrinellus	PRJEB38173	SAMEA6816038	SAMEA6816038
Amphilophus_citrinellus	PRJEB38173	SAMEA6816039	SAMEA6816039
Amphilophus_citrinellus	PRJEB38173	SAMEA6816040	SAMEA6816040
Amphilophus_citrinellus	PRJEB38173	SAMEA6816041	SAMEA6816041
Amphilophus_citrinellus	PRJEB38173	SAMEA6816042	SAMEA6816042
Amphilophus_citrinellus	PRJEB38173	SAMEA6816043	SAMEA6816043
Amphilophus_citrinellus	PRJEB38173	SAMEA6816044	SAMEA6816044
Amphilophus_citrinellus	PRJEB38173	SAMEA6816045	SAMEA6816045
Amphilophus_citrinellus	PRJEB38173	SAMEA6816046	SAMEA6816046
Amphilophus_citrinellus	PRJEB38173	SAMEA6816048	SAMEA6816048
Amphilophus_citrinellus	PRJEB38173	SAMEA6816049	SAMEA6816049
Amphilophus_citrinellus	PRJEB38173	SAMEA6816050	SAMEA6816050
Amphilophus_citrinellus	PRJEB38173	SAMEA6816051	SAMEA6816051
Amphilophus_citrinellus	PRJEB38173	SAMEA6816052	SAMEA6816052
Amphilophus_citrinellus	PRJEB38173	SAMEA6816053	SAMEA6816053
Amphilophus_citrinellus	PRJEB38173	SAMEA6816054	SAMEA6816054
Amphilophus_citrinellus	PRJEB38173	SAMEA6816055	SAMEA6816055
Amphilophus_citrinellus	PRJEB38173	SAMEA6816056	SAMEA6816056
Amphilophus_citrinellus	PRJEB38173	SAMEA6816057	SAMEA6816057
Amphilophus_citrinellus	PRJEB38173	SAMEA6816058	SAMEA6816058
Amphilophus_citrinellus	PRJEB38173	SAMEA6816059	SAMEA6816059
Amphilophus_citrinellus	PRJEB38173	SAMEA6816060	SAMEA6816060
Amphilophus_citrinellus	PRJEB38173	SAMEA6816061	SAMEA6816061
Amphilophus_citrinellus	PRJEB38173	SAMEA6816062	SAMEA6816062
Amphilophus_citrinellus	PRJEB38173	SAMEA6816063	SAMEA6816063
Amphilophus_citrinellus	PRJEB38173	SAMEA6816064	SAMEA6816064
Amphilophus_citrinellus	PRJEB38173	SAMEA6816065	SAMEA6816065
Amphilophus_citrinellus	PRJEB38173	SAMEA6816066	SAMEA6816066
Amphilophus_citrinellus	PRJEB38173	SAMEA6816067	SAMEA6816067
Amphilophus_citrinellus	PRJEB38173	SAMEA6816068	SAMEA6816068
Amphilophus_citrinellus	PRJEB38173	SAMEA6816069	SAMEA6816069
Amphilophus_citrinellus	PRJEB38173	SAMEA6816070	SAMEA6816070
Amphilophus_citrinellus	PRJEB38173	SAMEA6816071	SAMEA6816071
Amphilophus_citrinellus	PRJEB38173	SAMEA6816072	SAMEA6816072
Amphilophus_citrinellus	PRJEB38173	SAMEA6816073	SAMEA6816073
Amphilophus_citrinellus	PRJEB38173	SAMEA6816074	SAMEA6816074
Amphilophus_citrinellus	PRJEB38173	SAMEA6816075	SAMEA6816075
Amphilophus_citrinellus	PRJEB38173	SAMEA6816076	SAMEA6816076
Amphilophus_citrinellus	PRJEB38173	SAMEA6816077	SAMEA6816077
Amphilophus_citrinellus	PRJEB38173	SAMEA6816078	SAMEA6816078
Amphilophus_citrinellus	PRJEB38173	SAMEA6816079	SAMEA6816079
Amphilophus_citrinellus	PRJEB38173	SAMEA6816082	SAMEA6816082
Amphilophus_citrinellus	PRJEB38173	SAMEA6816083	SAMEA6816083
Amphilophus_citrinellus	PRJEB38173	SAMEA6816084	SAMEA6816084
Amphilophus_citrinellus	PRJEB38173	SAMEA6816085	SAMEA6816085
Amphilophus_citrinellus	PRJEB38173	SAMEA6816086	SAMEA6816086
Amphilophus_citrinellus	PRJEB38173	SAMEA6816087	SAMEA6816087
Amphilophus_citrinellus	PRJEB38173	SAMEA6816088	SAMEA6816088
Amphilophus_citrinellus	PRJEB38173	SAMEA6816089	SAMEA6816089
Amphilophus_citrinellus	PRJEB38173	SAMEA6816090	SAMEA6816090
Amphilophus_citrinellus	PRJEB38173	SAMEA6816091	SAMEA6816091
Amphilophus_citrinellus	PRJEB38173	SAMEA6816092	SAMEA6816092
Amphilophus_citrinellus	PRJEB38173	SAMEA6816093	SAMEA6816093
Amphilophus_citrinellus	PRJEB38173	SAMEA6816094	SAMEA6816094
Amphilophus_citrinellus	PRJEB38173	SAMEA6816095	SAMEA6816095
Amphilophus_citrinellus	PRJEB38173	SAMEA6816096	SAMEA6816096
Amphilophus_citrinellus	PRJEB38173	SAMEA6816097	SAMEA6816097
Amphilophus_citrinellus	PRJEB38173	SAMEA6816098	SAMEA6816098
Amphilophus_citrinellus	PRJEB38173	SAMEA6816099	SAMEA6816099
Amphilophus_citrinellus	PRJEB38173	SAMEA6816101	SAMEA6816101
Amphilophus_citrinellus	PRJEB38173	SAMEA6816102	SAMEA6816102
Amphilophus_citrinellus	PRJEB38173	SAMEA6816103	SAMEA6816103
Amphilophus_citrinellus	PRJEB38173	SAMEA6816104	SAMEA6816104
Amphilophus_citrinellus	PRJEB38173	SAMEA6816105	SAMEA6816105
Amphilophus_citrinellus	PRJEB38173	SAMEA6816106	SAMEA6816106
Amphilophus_citrinellus	PRJEB38173	SAMEA6815698	SAMEA6815698
Amphilophus_citrinellus	PRJEB38173	SAMEA6815842	SAMEA6815842
Amphilophus_citrinellus	PRJEB38173	SAMEA6815960	SAMEA6815960
Amphilophus_citrinellus	PRJEB38173	SAMEA6815774	SAMEA6815774
Amphilophus_citrinellus	PRJEB38173	SAMEA6815735	SAMEA6815735
Amphilophus_citrinellus	PRJEB38173	SAMEA6815701	SAMEA6815701
Amphilophus_citrinellus	PRJEB38173	SAMEA6815933	SAMEA6815933
Amphilophus_citrinellus	PRJEB38173	SAMEA6815969	SAMEA6815969
Amphilophus_citrinellus	PRJEB38173	SAMEA6816047	SAMEA6816047
Amphilophus_citrinellus	PRJEB38173	SAMEA6815673	SAMEA6815673
Amphilophus_citrinellus	PRJEB38173	SAMEA6815879	SAMEA6815879
Amphilophus_citrinellus	PRJEB38173	SAMEA6815903	SAMEA6815903
Amphilophus_citrinellus	PRJEB38173	SAMEA6816081	SAMEA6816081
Amphilophus_citrinellus	PRJEB38173	SAMEA6815736	SAMEA6815736
Amphilophus_citrinellus	PRJEB38173	SAMEA6816080	SAMEA6816080
Amphilophus_citrinellus	PRJEB38173	SAMEA6815919	SAMEA6815919
Amphilophus_citrinellus	PRJEB38173	SAMEA6815982	SAMEA6815982
Amphilophus_citrinellus	PRJEB38173	SAMEA6816005	SAMEA6816005
Amphilophus_citrinellus	PRJEB38173	SAMEA6815656	SAMEA6815656
Amphilophus_citrinellus	PRJEB38173	SAMEA6815717	SAMEA6815717
Amphilophus_citrinellus	PRJEB38173	SAMEA6815907	SAMEA6815907
Amphilophus_citrinellus	PRJEB38173	SAMEA6815784	SAMEA6815784
Amphilophus_citrinellus	PRJEB38173	SAMEA6815679	SAMEA6815679
Amphilophus_citrinellus	PRJEB38173	SAMEA6815681	SAMEA6815681
Amphilophus_citrinellus	PRJEB38173	SAMEA6815917	SAMEA6815917
Amphilophus_citrinellus	PRJEB38173	SAMEA6816027	SAMEA6816027
