BioSample,lat_lon
SAMN05930512,40.9637 N 73.1342 W
SAMN05930519,40.9637 N 73.1342 W
SAMN05930518,40.9637 N 73.1342 W
SAMN05930517,40.9637 N 73.1342 W
SAMN05930419,41.1570 N 73.2189 W
SAMN05930420,41.1570 N 73.2189 W
SAMN05930417,41.1570 N 73.2189 W
SAMN05930418,41.1570 N 73.2189 W
SAMN05930415,41.1570 N 73.2189 W
SAMN05930413,41.1570 N 73.2189 W
SAMN05930414,41.1570 N 73.2189 W
SAMN05930411,41.1570 N 73.2189 W
SAMN05930537,40.9637 N 73.1342 W
SAMN05930536,40.9637 N 73.1342 W
SAMN05930539,40.9637 N 73.1342 W
SAMN05930538,40.9637 N 73.1342 W
SAMN05930533,40.9637 N 73.1342 W
SAMN05930532,40.9637 N 73.1342 W
SAMN05930535,40.9637 N 73.1342 W
SAMN05930534,40.9637 N 73.1342 W
SAMN05930531,40.9637 N 73.1342 W
SAMN05930451,41.1570 N 73.2189 W
SAMN05930452,41.1570 N 73.2189 W
SAMN05930540,40.9637 N 73.1342 W
SAMN05930541,40.9637 N 73.1342 W
SAMN05930542,40.9637 N 73.1342 W
SAMN05930543,40.9637 N 73.1342 W
SAMN05930544,40.9637 N 73.1342 W
SAMN05930545,40.9637 N 73.1342 W
SAMN05930546,40.9637 N 73.1342 W
SAMN05930547,40.9637 N 73.1342 W
SAMN05930548,40.9637 N 73.1342 W
SAMN05930549,40.9637 N 73.1342 W
SAMN05930637,41.6676 N 70.9159 W
SAMN05930638,41.6676 N 70.9159 W
SAMN05930551,40.9637 N 73.1342 W
SAMN05930550,40.9637 N 73.1342 W
SAMN05930606,41.6676 N 70.9159 W
SAMN05930605,41.6676 N 70.9159 W
SAMN05930604,41.6676 N 70.9159 W
SAMN05930603,41.6676 N 70.9159 W
SAMN05930602,41.6676 N 70.9159 W
SAMN05930601,41.6676 N 70.9159 W
SAMN05930599,41.6676 N 70.9159 W
SAMN05930366,41.1818 N 71.5793 W
SAMN05930365,41.1818 N 71.5793 W
SAMN05930364,41.1818 N 71.5793 W
SAMN05930363,41.1818 N 71.5793 W
SAMN05930370,41.1818 N 71.5793 W
SAMN05930369,41.1818 N 71.5793 W
SAMN05930368,41.1818 N 71.5793 W
SAMN05930367,41.1818 N 71.5793 W
SAMN05930639,41.6676 N 70.9159 W
SAMN05930640,41.6676 N 70.9159 W
SAMN05930641,41.6676 N 70.9159 W
SAMN05930362,41.1818 N 71.5793 W
SAMN05930361,41.1818 N 71.5793 W
SAMN05930645,41.6676 N 70.9159 W
SAMN05930646,41.6676 N 70.9159 W
SAMN05930442,41.1570 N 73.2189 W
SAMN05930441,41.1570 N 73.2189 W
SAMN05930446,41.1570 N 73.2189 W
SAMN05930445,41.1570 N 73.2189 W
SAMN05930444,41.1570 N 73.2189 W
SAMN05930443,41.1570 N 73.2189 W
SAMN05930450,41.1570 N 73.2189 W
SAMN05930448,41.1570 N 73.2189 W
SAMN05930447,41.1570 N 73.2189 W
SAMN05930644,41.6676 N 70.9159 W
SAMN05930381,41.1818 N 71.5793 W
SAMN05930384,41.1818 N 71.5793 W
SAMN05930383,41.1818 N 71.5793 W
SAMN05930386,41.1818 N 71.5793 W
SAMN05930385,41.1818 N 71.5793 W
SAMN05930388,41.1818 N 71.5793 W
SAMN05930387,41.1818 N 71.5793 W
SAMN05930390,41.1818 N 71.5793 W
SAMN05930607,41.6676 N 70.9159 W
SAMN05930608,41.6676 N 70.9159 W
SAMN05930611,41.6676 N 70.9159 W
SAMN05930612,41.6676 N 70.9159 W
SAMN05930609,41.6676 N 70.9159 W
SAMN05930610,41.6676 N 70.9159 W
SAMN05930615,41.6676 N 70.9159 W
SAMN05930616,41.6676 N 70.9159 W
SAMN05930613,41.6676 N 70.9159 W
SAMN05930614,41.6676 N 70.9159 W
SAMN05930357,41.1818 N 71.5793 W
SAMN05930358,41.1818 N 71.5793 W
SAMN05930359,41.1818 N 71.5793 W
SAMN05930360,41.1818 N 71.5793 W
SAMN05930506,40.9637 N 73.1342 W
SAMN05930356,41.1818 N 71.5793 W
SAMN05930431,41.1570 N 73.2189 W
SAMN05930432,41.1570 N 73.2189 W
SAMN05930437,41.1570 N 73.2189 W
SAMN05930438,41.1570 N 73.2189 W
SAMN05930439,41.1570 N 73.2189 W
SAMN05930433,41.1570 N 73.2189 W
SAMN05930434,41.1570 N 73.2189 W
SAMN05930435,41.1570 N 73.2189 W
SAMN05930436,41.1570 N 73.2189 W
SAMN05930507,40.9637 N 73.1342 W
SAMN05930371,41.1818 N 71.5793 W
SAMN05930372,41.1818 N 71.5793 W
SAMN05930375,41.1818 N 71.5793 W
SAMN05930376,41.1818 N 71.5793 W
SAMN05930374,41.1818 N 71.5793 W
SAMN05930379,41.1818 N 71.5793 W
SAMN05930380,41.1818 N 71.5793 W
SAMN05930618,41.6676 N 70.9159 W
SAMN05930617,41.6676 N 70.9159 W
SAMN05930620,41.6676 N 70.9159 W
SAMN05930619,41.6676 N 70.9159 W
SAMN05930621,41.6676 N 70.9159 W
SAMN05930624,41.6676 N 70.9159 W
SAMN05930623,41.6676 N 70.9159 W
SAMN05930626,41.6676 N 70.9159 W
SAMN05930402,41.1818 N 71.5793 W
SAMN05930401,41.1818 N 71.5793 W
SAMN05930508,40.9637 N 73.1342 W
SAMN05930509,40.9637 N 73.1342 W
SAMN05930453,41.1570 N 73.2189 W
SAMN05930504,40.9637 N 73.1342 W
SAMN05930505,40.9637 N 73.1342 W
SAMN05930410,41.1570 N 73.2189 W
SAMN05930409,41.1570 N 73.2189 W
SAMN05930408,41.1570 N 73.2189 W
SAMN05930406,41.1570 N 73.2189 W
SAMN05930405,41.1570 N 73.2189 W
SAMN05930404,41.1570 N 73.2189 W
SAMN05930403,41.1818 N 71.5793 W
SAMN05930627,41.6676 N 70.9159 W
SAMN05930628,41.6676 N 70.9159 W
SAMN05930633,41.6676 N 70.9159 W
SAMN05930635,41.6676 N 70.9159 W
SAMN05930636,41.6676 N 70.9159 W
SAMN05930629,41.6676 N 70.9159 W
SAMN05930630,41.6676 N 70.9159 W
SAMN05930631,41.6676 N 70.9159 W
SAMN05930632,41.6676 N 70.9159 W
SAMN05930683,40.7006 N 74.1223 W
SAMN05930685,40.7006 N 74.1223 W
SAMN05930686,40.7006 N 74.1223 W
SAMN05930689,40.7006 N 74.1223 W
SAMN05930484,36.8078 N 76.2945 W
SAMN05930485,36.8078 N 76.2945 W
SAMN05930488,36.8078 N 76.2945 W
SAMN05930490,36.8078 N 76.2945 W
SAMN05930489,36.8078 N 76.2945 W
SAMN05930491,36.8078 N 76.2945 W
SAMN05930671,40.7006 N 74.1223 W
SAMN05930716,40.4687 N 74.0113 W
SAMN05930718,40.4687 N 74.0113 W
SAMN05930712,40.4687 N 74.0113 W
SAMN05930713,40.4687 N 74.0113 W
SAMN05930715,40.4687 N 74.0113 W
SAMN05930650,40.7006 N 74.1223 W
SAMN05930494,36.8078 N 76.2945 W
SAMN05930498,36.8078 N 76.2945 W
SAMN05930496,36.8078 N 76.2945 W
SAMN05930499,36.8078 N 76.2945 W
SAMN05930705,40.4687 N 74.0113 W
SAMN05930703,40.4687 N 74.0113 W
SAMN05930702,40.4687 N 74.0113 W
SAMN05930709,40.4687 N 74.0113 W
SAMN05930708,40.4687 N 74.0113 W
SAMN05930707,40.4687 N 74.0113 W
SAMN05930706,40.4687 N 74.0113 W
SAMN05930598,37.3016 N 76.4226 W
SAMN05930700,40.4687 N 74.0113 W
SAMN05930669,40.7006 N 74.1223 W
SAMN05930592,37.3016 N 76.4226 W
SAMN05930560,37.3016 N 76.4226 W
SAMN05930558,37.3016 N 76.4226 W
SAMN05930555,37.3016 N 76.4226 W
SAMN05930554,37.3016 N 76.4226 W
SAMN05930597,37.3016 N 76.4226 W
SAMN05930668,40.7006 N 74.1223 W
SAMN05930658,40.7006 N 74.1223 W
SAMN05930566,37.3016 N 76.4226 W
SAMN05930567,37.3016 N 76.4226 W
SAMN05930569,37.3016 N 76.4226 W
SAMN05930570,37.3016 N 76.4226 W
SAMN05930562,37.3016 N 76.4226 W
SAMN05930727,40.4687 N 74.0113 W
SAMN05930729,40.4687 N 74.0113 W
SAMN05930723,40.4687 N 74.0113 W
SAMN05930725,40.4687 N 74.0113 W
SAMN05930656,40.7006 N 74.1223 W
SAMN05930720,40.4687 N 74.0113 W
SAMN05930579,37.3016 N 76.4226 W
SAMN05930580,37.3016 N 76.4226 W
SAMN05930576,37.3016 N 76.4226 W
SAMN05930661,40.7006 N 74.1223 W
SAMN05930573,37.3016 N 76.4226 W
SAMN05930572,37.3016 N 76.4226 W
SAMN05930655,40.7006 N 74.1223 W
SAMN05930664,40.7006 N 74.1223 W
SAMN05930674,40.7006 N 74.1223 W
SAMN05930590,37.3016 N 76.4226 W
SAMN05930589,37.3016 N 76.4226 W
SAMN05930584,37.3016 N 76.4226 W
SAMN05930583,37.3016 N 76.4226 W
SAMN05930454,36.8078 N 76.2945 W
SAMN05930666,40.7006 N 74.1223 W
SAMN05930461,36.8078 N 76.2945 W
SAMN05930459,36.8078 N 76.2945 W
SAMN05930460,36.8078 N 76.2945 W
SAMN05930458,36.8078 N 76.2945 W
SAMN05930455,36.8078 N 76.2945 W
SAMN05930456,36.8078 N 76.2945 W
SAMN05930737,40.4687 N 74.0113 W
SAMN05930739,40.4687 N 74.0113 W
SAMN05930738,40.4687 N 74.0113 W
SAMN05930733,40.4687 N 74.0113 W
SAMN05930735,40.4687 N 74.0113 W
SAMN05930734,40.4687 N 74.0113 W
SAMN05930731,40.4687 N 74.0113 W
SAMN05930652,40.7006 N 74.1223 W
SAMN05930465,36.8078 N 76.2945 W
SAMN05930472,36.8078 N 76.2945 W
SAMN05930470,36.8078 N 76.2945 W
SAMN05930698,40.4687 N 74.0113 W
SAMN05930696,40.4687 N 74.0113 W
SAMN05930595,37.3016 N 76.4226 W
SAMN05930479,36.8078 N 76.2945 W
SAMN05930482,36.8078 N 76.2945 W
SAMN05930476,36.8078 N 76.2945 W
SAMN05930478,36.8078 N 76.2945 W
SAMN05930474,36.8078 N 76.2945 W
SAMN05930679,40.7006 N 74.1223 W
SAMN05930681,40.7006 N 74.1223 W
SAMN05930680,40.7006 N 74.1223 W
SAMN05930682,40.7006 N 74.1223 W
SAMN05930684,40.7006 N 74.1223 W
SAMN05930687,40.7006 N 74.1223 W
SAMN05930688,40.7006 N 74.1223 W
SAMN05930483,36.8078 N 76.2945 W
SAMN05930487,36.8078 N 76.2945 W
SAMN05930492,36.8078 N 76.2945 W
SAMN05930670,40.7006 N 74.1223 W
SAMN05930710,40.4687 N 74.0113 W
SAMN05930711,40.4687 N 74.0113 W
SAMN05930717,40.4687 N 74.0113 W
SAMN05930719,40.4687 N 74.0113 W
SAMN05930714,40.4687 N 74.0113 W
SAMN05930493,36.8078 N 76.2945 W
SAMN05930497,36.8078 N 76.2945 W
SAMN05930495,36.8078 N 76.2945 W
SAMN05930501,36.8078 N 76.2945 W
SAMN05930502,36.8078 N 76.2945 W
SAMN05930500,36.8078 N 76.2945 W
SAMN05930593,37.3016 N 76.4226 W
SAMN05930704,40.4687 N 74.0113 W
SAMN05930701,40.4687 N 74.0113 W
SAMN05930553,37.3016 N 76.4226 W
SAMN05930552,37.3016 N 76.4226 W
SAMN05930648,40.7006 N 74.1223 W
SAMN05930561,37.3016 N 76.4226 W
SAMN05930559,37.3016 N 76.4226 W
SAMN05930557,37.3016 N 76.4226 W
SAMN05930556,37.3016 N 76.4226 W
SAMN05930594,37.3016 N 76.4226 W
SAMN05930596,37.3016 N 76.4226 W
SAMN05930564,37.3016 N 76.4226 W
SAMN05930565,37.3016 N 76.4226 W
SAMN05930568,37.3016 N 76.4226 W
SAMN05930571,37.3016 N 76.4226 W
SAMN05930563,37.3016 N 76.4226 W
SAMN05930659,40.7006 N 74.1223 W
SAMN05930726,40.4687 N 74.0113 W
SAMN05930728,40.4687 N 74.0113 W
SAMN05930722,40.4687 N 74.0113 W
SAMN05930724,40.4687 N 74.0113 W
SAMN05930721,40.4687 N 74.0113 W
SAMN05930578,37.3016 N 76.4226 W
SAMN05930581,37.3016 N 76.4226 W
SAMN05930575,37.3016 N 76.4226 W
SAMN05930574,37.3016 N 76.4226 W
SAMN05930657,40.7006 N 74.1223 W
SAMN05930653,40.7006 N 74.1223 W
SAMN05930665,40.7006 N 74.1223 W
SAMN05930591,37.3016 N 76.4226 W
SAMN05930586,37.3016 N 76.4226 W
SAMN05930587,37.3016 N 76.4226 W
SAMN05930585,37.3016 N 76.4226 W
SAMN05930675,40.7006 N 74.1223 W
SAMN05930667,40.7006 N 74.1223 W
SAMN05930462,36.8078 N 76.2945 W
SAMN05930457,36.8078 N 76.2945 W
SAMN05930736,40.4687 N 74.0113 W
SAMN05930732,40.4687 N 74.0113 W
SAMN05930663,40.7006 N 74.1223 W
SAMN05930730,40.4687 N 74.0113 W
SAMN05930662,40.7006 N 74.1223 W
SAMN05930467,36.8078 N 76.2945 W
SAMN05930466,36.8078 N 76.2945 W
SAMN05930471,36.8078 N 76.2945 W
SAMN05930469,36.8078 N 76.2945 W
SAMN05930464,36.8078 N 76.2945 W
SAMN05930690,40.4687 N 74.0113 W
SAMN05930691,40.4687 N 74.0113 W
SAMN05930694,40.4687 N 74.0113 W
SAMN05930695,40.4687 N 74.0113 W
SAMN05930692,40.4687 N 74.0113 W
SAMN05930693,40.4687 N 74.0113 W
SAMN05930699,40.4687 N 74.0113 W
SAMN05930697,40.4687 N 74.0113 W
SAMN05930672,40.7006 N 74.1223 W
SAMN05930673,40.7006 N 74.1223 W
SAMN05930480,36.8078 N 76.2945 W
SAMN05930475,36.8078 N 76.2945 W
SAMN05930473,36.8078 N 76.2945 W
SAMN05930676,40.7006 N 74.1223 W
SAMN05930677,40.7006 N 74.1223 W
SAMN05930649,40.7006 N 74.1223 W
SAMN05930678,40.7006 N 74.1223 W
SAMN05930642,41.6676 N 70.9159 W
SAMN05930503,40.9637 N 73.1342 W
SAMN05930426,41.1570 N 73.2189 W
SAMN05930477,36.8078 N 76.2945 W
SAMN05930530,40.9637 N 73.1342 W
SAMN05930389,41.1818 N 71.5793 W
SAMN05930529,40.9637 N 73.1342 W
SAMN05930600,41.6676 N 70.9159 W
SAMN05930373,41.1818 N 71.5793 W
SAMN05930622,41.6676 N 70.9159 W
SAMN05930378,41.1818 N 71.5793 W
SAMN05930634,41.6676 N 70.9159 W
SAMN05930407,41.1570 N 73.2189 W
SAMN05930647,40.7006 N 74.1223 W
SAMN05930440,41.1570 N 73.2189 W
SAMN05930486,36.8078 N 76.2945 W
SAMN05930468,36.8078 N 76.2945 W
SAMN05930463,36.8078 N 76.2945 W
SAMN05930660,40.7006 N 74.1223 W
SAMN05930516,40.9637 N 73.1342 W
SAMN05930382,41.1818 N 71.5793 W
SAMN05930625,41.6676 N 70.9159 W
SAMN05930654,40.7006 N 74.1223 W
SAMN05930582,37.3016 N 76.4226 W
SAMN05930449,41.1570 N 73.2189 W
SAMN05930588,37.3016 N 76.4226 W
SAMN05930481,36.8078 N 76.2945 W
SAMN05930651,40.7006 N 74.1223 W
SAMN05930577,37.3016 N 76.4226 W
SAMN05930412,41.1570 N 73.2189 W
SAMN05930416,41.1570 N 73.2189 W
SAMN05930377,41.1818 N 71.5793 W
SAMD00013064,"43.069444 N\, 144.886837 E"
SAMD00013068,"43.069444 N\, 144.886837 E"
SAMD00013057,"43.099569 N\, 144.881902 E"
SAMD00013056,"43.099569 N\, 144.881902 E"
SAMD00056765,49.01587 N 122.77996 W
SAMD00056767,49.01587 N 122.77996 W
SAMD00056772,49.01587 N 122.77996 W
SAMD00056774,49.01587 N 122.77996 W
SAMD00056779,49.01587 N 122.77996 W
SAMD00056780,49.01587 N 122.77996 W
SAMD00056784,49.01587 N 122.77996 W
SAMD00056786,49.01587 N 122.77996 W
SAMD00056794,49.01587 N 122.77996 W
SAMD00056795,49.01587 N 122.77996 W
SAMD00056797,49.01587 N 122.77996 W
SAMD00056766,49.01587 N 122.77996 W
SAMD00056770,49.01587 N 122.77996 W
SAMD00056773,49.01587 N 122.77996 W
SAMD00056775,49.01587 N 122.77996 W
SAMD00056777,49.01587 N 122.77996 W
SAMD00056778,49.01587 N 122.77996 W
SAMD00056781,49.01587 N 122.77996 W
SAMD00056783,49.01587 N 122.77996 W
SAMD00056785,49.01587 N 122.77996 W
SAMD00056790,49.01587 N 122.77996 W
SAMD00056791,49.01587 N 122.77996 W
SAMD00056793,49.01587 N 122.77996 W
SAMD00056796,49.01587 N 122.77996 W
SAMD00056801,49.01587 N 122.77996 W
SAMD00056802,49.01587 N 122.77996 W
SAMD00056803,49.01587 N 122.77996 W
SAMD00056776,49.01587 N 122.77996 W
SAMD00056782,49.01587 N 122.77996 W
SAMD00056764,49.01587 N 122.77996 W
SAMD00056769,49.01587 N 122.77996 W
SAMD00056798,49.01587 N 122.77996 W
SAMD00056799,49.01587 N 122.77996 W
SAMD00056787,49.01587 N 122.77996 W
SAMD00056768,49.01587 N 122.77996 W
SAMD00056800,49.01587 N 122.77996 W
SAMD00056792,49.01587 N 122.77996 W
SAMD00056789,49.01587 N 122.77996 W
SAMD00056788,49.01587 N 122.77996 W
SAMD00056771,49.01587 N 122.77996 W
SAMD00057639,NA
SAMD00057640,NA
SAMD00057642,NA
SAMD00057643,NA
SAMD00057645,NA
SAMD00057641,NA
SAMD00057644,NA
SAMEA4385615,"56°22025.59′′N, 9°20047.10′′E"
SAMEA4385616,"56°22025.59′′N, 9°20047.10′′E"
SAMEA4385617,"56°22025.59′′N, 9°20047.10′′E"
SAMEA4385618,"64° 7051.77′′N, 51°22018.18′′W"
SAMEA4385620,"64° 7051.77′′N, 51°22018.18′′W"
SAMEA4385621,"64° 8016.77′′N, 51°23027.52′′W"
SAMEA4385622,"64° 8016.77′′N, 51°23027.52′′W"
SAMEA4385623,"64° 8016.77′′N, 51°23027.52′′W"
SAMEA4385624,"63°59027.60′′N, 51°26045.60′′W"
SAMEA4385625,"63°59027.60′′N, 51°26045.60′′W"
SAMEA4385626,"63°59027.60′′N, 51°26045.60′′W"
SAMEA4385627,"56°36024.07′′N, 10°1807.27′′E"
SAMEA4385628,"56°36024.07′′N, 10°1807.27′′E"
SAMEA4385629,"56°36024.07′′N, 10°1807.27′′E"
SAMEA4385619,"64° 7051.77′′N, 51°22018.18′′W"
SAMEA2338557,54.156003 N 10.430144 E
SAMEA2338582,54.204189 N 10.561639 E
SAMEA2338545,54.156003 N 10.430144 E
SAMEA2338575,54.283867 N 9.948808 E
SAMEA2338595,54.263617 N 10.040131 E
SAMEA2338584,54.263617 N 10.040131 E
SAMEA2338541,54.283867 N 9.948808 E
SAMEA2338539,54.263617 N 10.040131 E
SAMEA2338587,54.204189 N 10.561639 E
SAMEA2338592,54.283867 N 9.948808 E
SAMEA2338560,54.263617 N 10.040131 E
SAMEA2338549,54.283867 N 9.948808 E
SAMEA2338581,54.263617 N 10.040131 E
SAMEA2338567,54.283867 N 9.948808 E
SAMEA1523621,"54°12'15.08N,10°33'41.90E"
SAMEA1523618,"54°12'15.08N,10°33'41.90E"
SAMEA1523619,"54°12'15.08N,10°33'41.90E"
SAMEA1523623,"54°12'15.08N,10°33'41.90E"
SAMEA2338598,54.156003 N 10.430144 E
SAMEA1523620,"54°12'15.08N,10°33'41.90E"
SAMEA2338569,54.204189 N 10.561639 E
SAMEA2338546,54.156003 N 10.430144 E
SAMEA2338559,54.204189 N 10.561639 E
SAMEA2338594,54.156003 N 10.430144 E
SAMEA2338552,54.204189 N 10.561639 E
SAMEA2338579,54.156003 N 10.430144 E
SAMEA2338593,54.204189 N 10.561639 E
SAMEA2338580,54.263617 N 10.040131 E
SAMEA2338565,54.283867 N 9.948808 E
SAMEA1523622,"54°12'15.08N,10°33'41.90E"
SAMEA2338570,61.5691 N 149.76 W
SAMEA2338583,61.5761 N 149.77375 W
SAMEA2338566,61.5691 N 149.76 W
SAMEA2338597,61.5761 N 149.77375 W
SAMEA2338550,61.5691 N 149.76 W
SAMEA2338578,61.5761 N 149.77375 W
SAMEA2338562,61.5761 N 149.77375 W
SAMEA2338577,61.5691 N 149.76 W
SAMEA2338544,61.5761 N 149.77375 W
SAMEA2338574,61.5691 N 149.76 W
SAMEA2338591,61.5761 N 149.77375 W
SAMEA2338563,50.602889 N 127.252306 W
SAMEA2338558,50.604556 N 127.26175 W
SAMEA2338554,50.602889 N 127.252306 W
SAMEA2338540,50.604556 N 127.26175 W
SAMEA2338585,50.602889 N 127.252306 W
SAMEA2338571,50.604556 N 127.26175 W
SAMEA2338573,50.602889 N 127.252306 W
SAMEA2338586,50.604556 N 127.26175 W
SAMEA2338556,50.602889 N 127.252306 W
SAMEA2338547,50.604556 N 127.26175 W
SAMEA2338564,50.602889 N 127.252306 W
SAMEA2338548,50.604556 N 127.26175 W
SAMEA2338589,60.255369 N 5.926577 E
SAMEA2338553,60.244881 N 5.915387 E
SAMEA2338576,60.255369 N 5.926577 E
SAMEA2338572,60.244881 N 5.915387 E
SAMEA2338561,60.255369 N 5.926577 E
SAMEA2338588,60.244881 N 5.915387 E
SAMEA2338543,60.255369 N 5.926577 E
SAMEA2338551,60.244881 N 5.915387 E
SAMEA2338555,60.255369 N 5.926577 E
SAMEA2338568,60.244881 N 5.915387 E
SAMEA2338596,60.255369 N 5.926577 E
SAMEA2338542,60.244881 N 5.915387 E
SAMEA2338590,61.5691 N 149.76 W
SAMN06323936,53.647121802 N 132.098328481 W
SAMN06323935,53.764633599 N 132.070859784 W
SAMN06323934,53.244507898 N 132.588068083 W
SAMN06323933,53.974716204 N 131.781403361 W
SAMN06323932,53.974716204 N 131.781403361 W
SAMN06323931,53.974716204 N 131.781403361 W
SAMN06323930,53.974716204 N 131.781403361 W
SAMN06323929,54.103117883 N 131.685371428 W
SAMN06323928,53.940503904 N 131.931242677 W
SAMN06323927,53.910133626 N 132.030670465 W
SAMN06323925,54.0277 N 131.7599 W
SAMN06323923,53.624899798 N 132.036489197 W
SAMN06323922,53.624899798 N 132.036489197 W
SAMN06323921,53.624899798 N 132.036489197 W
SAMN06323920,53.624899798 N 132.036489197 W
SAMN06323918,53.624899798 N 132.036489197 W
SAMN06323917,53.624899798 N 132.036489197 W
SAMN06323916,53.624899798 N 132.036489197 W
SAMN06323915,53.624899798 N 132.036489197 W
SAMN06323914,53.624899798 N 132.036489197 W
SAMN06323913,53.624899798 N 132.036489197 W
SAMN06323912,52.601780387 N 131.703347232 W
SAMN06323911,53.599066419 N 132.963419768 W
SAMN06323909,53.657404509 N 132.062371212 W
SAMN06323907,53.657404509 N 132.062371212 W
SAMN06323905,53.657404509 N 132.062371212 W
SAMN06323904,53.657404509 N 132.062371212 W
SAMN06323902,53.657404509 N 132.062371212 W
SAMN06323901,53.657404509 N 132.062371212 W
SAMN06323900,53.657404509 N 132.062371212 W
SAMN06323899,53.657404509 N 132.062371212 W
SAMN06323898,53.657404509 N 132.062371212 W
SAMN06323897,52.336771878 N 131.370217351 W
SAMN06323896,53.929794435 N 132.026397308 W
SAMN06323895,53.631887767 N 132.053583058 W
SAMN06323894,53.631887767 N 132.053583058 W
SAMN06323893,52.552792859 N 131.797371474 W
SAMN06323891,53.937475 N 132.061285 W
SAMN06323890,53.934427366 N 132.074177561 W
SAMN06323889,53.934427366 N 132.074177561 W
SAMN06323888,53.929314857 N 132.076985378 W
SAMN06323887,53.225721945 N 132.476814402 W
SAMN06323886,52.553616267 N 131.645954237 W
SAMN06323884,53.967297303 N 132.017326469 W
SAMN06323883,53.783625751 N 132.100340209 W
SAMN06323882,53.783625751 N 132.100340209 W
SAMN06323881,53.375089 N 130.177378 W
SAMN06323880,53.358478 N 130.157146 W
SAMN06323879,54.11632135 N 131.68673362 W
SAMN06323910,45 N 174 W
SAMN06323924,54.033414516 N 131.87631256 W
SAMN06323903,53.657404509 N 132.062371212 W
SAMN06323919,53.624899798 N 132.036489197 W
SAMN06323908,53.657404509 N 132.062371212 W
SAMN06323892,53.85098257 N 132.745284302 W
SAMN06323906,53.657404509 N 132.062371212 W
SAMN06323926,53.099731997 N 131.916021266 W
SAMN06323885,53.668602304 N 132.864534204 W
SAMN07162959,49.748275 N 123.9703 W
SAMN07162958,49.730087 N 123.9686 W
SAMN07162962,49.613543 N 124.0229 W
SAMN07162961,48.838338 N 125.0290 W
SAMN07162963,48.830345 N 124.9927 W
SAMN07162968,49.014982 N 122.7725 W
SAMN07162970,49.175163 N 122.5943 W
SAMN07162971,50.373634 N 125.9295 W
SAMN07162972,49.191545 N 122.6557 W
SAMN07162967,48.824876 N 125.1363 W
SAMN07162969,49.612097 N 124.0600 W
SAMN07162957,49.739441 N 124.5863 W
SAMN07162955,49.696084 N 124.5065 W
SAMN07162954,50.204813 N 125.5657 W
SAMN07162953,48.874112 N 123.5090 W
SAMN07162952,49.741765 N 123.9151 W
SAMN07162951,48.773234 N 125.0966 W
SAMN07162950,49.733195 N 124.0244 W
SAMN07162956,49.152667 N 123.8282 W
SAMN07162966,49.50843 N 123.8761 W
SAMN07162965,50.256375 N 124.9233 W
SAMN07162964,48.781861 N 123.4441 W
SAMN07162960,50.180256 N 125.5258 W
SAMN09813050,NA
SAMN09813052,NA
SAMN09813053,NA
SAMN09813056,NA
SAMN09813058,NA
SAMN09813057,NA
SAMN09813068,NA
SAMN09813062,NA
SAMN09813061,NA
SAMN09813060,NA
SAMN09813059,NA
SAMN09813066,NA
SAMN09813065,NA
SAMN09813064,NA
SAMN09813063,NA
SAMN09813072,NA
SAMN09813069,NA
SAMN09813070,NA
SAMN09813075,NA
SAMN09813076,NA
SAMN09813073,NA
SAMN09813074,NA
SAMN09813077,NA
SAMN09813055,NA
SAMN09813078,NA
SAMN09813054,NA
SAMN09813051,NA
SAMN09813067,NA
SAMN09813071,NA
SAMN09813049,NA
SAMN11322346,NA
SAMN11322345,NA
SAMN11322329,NA
SAMN11322328,NA
SAMN11322327,NA
SAMN11322348,NA
SAMN11322347,NA
SAMN11322344,NA
SAMN11322343,NA
SAMN11322342,NA
SAMN11322341,NA
SAMN11322339,NA
SAMN11322340,NA
SAMN11322331,NA
SAMN11322332,NA
SAMN11322334,NA
SAMN11322335,NA
SAMN11322336,NA
SAMN11322337,NA
SAMN11322338,NA
SAMN11322349,NA
SAMN11322333,NA
SAMN11322330,NA
SAMN17377791,70.36 N 23.37 E
SAMN17377789,70.36 N 23.37 E
SAMN17377788,70.36 N 23.37 E
SAMN17377787,70.36 N 23.37 E
SAMN17377785,70.36 N 23.37 E
SAMN17377782,70.36 N 23.37 E
SAMN17377679,NA
SAMN17377898,NA
SAMN17377889,NA
SAMN17377888,NA
SAMN17377887,NA
SAMN17377886,NA
SAMN17377807,70.27 N 23.47 E
SAMN17377806,70.27 N 23.47 E
SAMN17377805,70.27 N 23.47 E
SAMN17377676,70.36 N 23.37 E
SAMN17377800,70.27 N 23.47 E
SAMN17377798,70.27 N 23.47 E
SAMN17377797,70.27 N 23.47 E
SAMN17377796,70.27 N 23.47 E
SAMN17377795,70.27 N 23.47 E
SAMN17377793,70.36 N 23.37 E
SAMN17377794,NA
SAMN17377792,NA
SAMN17377790,70.36 N 23.37 E
SAMN17375686,NA
SAMN17377678,NA
SAMN17377651,70.36 N 23.37 E
SAMN17377799,70.27 N 23.47 E
SAMN17377804,70.27 N 23.47 E
SAMD00063037,NA
SAMEA4799792,9.3775 N 82.3039 E
SAMEA4799712,9.2983 N 82.2894 E
SAMEA4799711,9.2983 N 82.2894 E
SAMEA4799713,9.2983 N 82.2894 E
SAMEA4799708,10.2392 N 83.1731 E
SAMEA4799709,10.2392 N 83.1731 E
SAMEA4799707,9.3775 N 82.3039 E
SAMEA4799717,9.2983 N 82.2894 E
SAMEA4799718,9.2983 N 82.2894 E
